run,radius,k,attack_min_weight,turn,black_stones,white_stones,black_obligations,white_obligations,black_tau,white_tau,black_components,white_components,black_support,white_support,black_sector_counts,white_sector_counts,white_added,black_added
r18_t90_k6_w1,18,6,1,0,1,2,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 1]","[[2, -1], [1, -2]]",[]
r18_t90_k6_w1,18,6,1,1,3,4,0,0,0,0,0,0,0,0,"[2, 0, 0, 0, 0, 0]","[0, 0, 1, 1, 1, 1]","[[-1, -1], [-2, 1]]","[[0, 2], [3, 0]]"
r18_t90_k6_w1,18,6,1,2,5,6,0,0,0,0,0,0,0,0,"[2, 1, 0, 1, 0, 0]","[0, 0, 1, 1, 3, 1]","[[2, -3], [1, -3]]","[[-3, 0], [-3, 3]]"
r18_t90_k6_w1,18,6,1,3,7,8,0,0,0,0,0,0,0,0,"[3, 1, 0, 2, 0, 0]","[0, 0, 1, 1, 4, 2]","[[4, -3], [2, -4]]","[[0, 3], [-4, 0]]"
r18_t90_k6_w1,18,6,1,4,9,10,0,0,0,0,0,0,0,0,"[3, 2, 0, 3, 0, 0]","[0, 0, 1, 1, 4, 4]","[[5, -1], [5, -4]]","[[-4, 4], [0, -5]]"
r18_t90_k6_w1,18,6,1,5,11,12,1,0,1,0,1,0,2,0,"[3, 2, 1, 4, 0, 0]","[1, 1, 1, 1, 4, 4]","[[-1, 5], [4, 1]]","[[-5, 0], [-5, 2]]"
r18_t90_k6_w1,18,6,1,6,13,14,1,0,1,0,1,0,2,0,"[3, 2, 1, 5, 1, 0]","[1, 1, 1, 1, 4, 6]","[[6, -1], [6, -2]]","[[3, -6], [0, -6]]"
r18_t90_k6_w1,18,6,1,7,15,16,3,4,2,2,1,2,4,6,"[3, 2, 2, 6, 1, 0]","[1, 1, 1, 1, 4, 8]","[[6, -4], [6, -5]]","[[-6, 0], [-6, 2]]"
r18_t90_k6_w1,18,6,1,8,17,18,3,4,2,2,1,2,4,6,"[4, 2, 3, 6, 1, 0]","[1, 3, 1, 1, 4, 8]","[[-2, 6], [-1, 6]]","[[-6, 3], [3, 3]]"
r18_t90_k6_w1,18,6,1,9,19,20,3,4,2,2,1,2,4,6,"[4, 2, 3, 7, 2, 0]","[1, 3, 1, 1, 4, 10]","[[7, -2], [7, -3]]","[[3, -7], [0, -7]]"
r18_t90_k6_w1,18,6,1,10,21,22,3,4,2,2,1,2,4,6,"[4, 2, 3, 9, 2, 0]","[1, 3, 2, 1, 4, 11]","[[7, -5], [-7, 5]]","[[-2, -5], [-5, -2]]"
r18_t90_k6_w1,18,6,1,11,23,24,3,4,2,2,1,2,4,6,"[6, 2, 3, 9, 2, 0]","[1, 4, 3, 1, 4, 11]","[[-7, 6], [-2, 7]]","[[3, 4], [8, 0]]"
r18_t90_k6_w1,18,6,1,12,25,26,6,4,3,2,2,2,8,6,"[6, 2, 3, 11, 2, 0]","[1, 4, 3, 1, 6, 11]","[[8, -8], [7, -8]]","[[0, -8], [-1, -7]]"
r18_t90_k6_w1,18,6,1,13,27,28,6,4,3,2,2,2,8,6,"[6, 2, 5, 11, 2, 0]","[1, 4, 3, 2, 7, 11]","[[6, -8], [-7, -1]]","[[-8, 1], [-8, 2]]"
r18_t90_k6_w1,18,6,1,14,29,30,9,4,3,2,2,2,11,6,"[6, 2, 7, 11, 2, 0]","[2, 5, 3, 2, 7, 11]","[[-7, 8], [1, 7]]","[[-8, 3], [-8, 4]]"
r18_t90_k6_w1,18,6,1,15,31,32,9,4,3,2,2,2,11,6,"[6, 2, 7, 11, 4, 0]","[3, 5, 3, 2, 7, 12]","[[2, 6], [9, -2]]","[[4, -9], [3, -9]]"
r18_t90_k6_w1,18,6,1,16,33,34,12,5,3,3,4,3,14,8,"[6, 2, 7, 12, 5, 0]","[3, 5, 3, 2, 7, 14]","[[9, -3], [9, -4]]","[[1, -9], [0, -9]]"
r18_t90_k6_w1,18,6,1,17,35,36,13,11,3,3,5,6,16,15,"[6, 2, 7, 14, 5, 0]","[3, 5, 3, 2, 7, 16]","[[9, -5], [9, -6]]","[[-1, -8], [-2, -7]]"
r18_t90_k6_w1,18,6,1,18,37,38,17,15,3,3,7,7,20,20,"[6, 2, 7, 16, 5, 0]","[3, 5, 3, 2, 7, 18]","[[9, -7], [9, -8]]","[[-3, -6], [-4, -5]]"
r18_t90_k6_w1,18,6,1,19,39,40,17,15,3,3,6,7,19,20,"[6, 2, 7, 18, 5, 0]","[3, 5, 5, 2, 7, 18]","[[-9, 7], [-9, 8]]","[[-5, -4], [-6, -3]]"
r18_t90_k6_w1,18,6,1,20,41,42,17,17,3,3,6,8,19,23,"[7, 2, 7, 19, 5, 0]","[3, 7, 5, 2, 7, 18]","[[-7, 9], [-6, 9]]","[[-9, 0], [0, 9]]"
r18_t90_k6_w1,18,6,1,21,43,44,17,17,3,3,6,8,19,23,"[7, 2, 7, 19, 7, 0]","[4, 7, 5, 2, 7, 19]","[[7, 2], [10, -1]]","[[5, -10], [4, -10]]"
r18_t90_k6_w1,18,6,1,22,45,46,25,18,3,3,6,8,27,24,"[7, 2, 7, 19, 9, 0]","[4, 7, 5, 2, 7, 21]","[[10, -3], [10, -4]]","[[3, -10], [2, -10]]"
r18_t90_k6_w1,18,6,1,23,47,48,26,26,3,3,9,9,29,31,"[7, 2, 7, 20, 10, 0]","[4, 7, 5, 2, 7, 23]","[[10, -5], [10, -6]]","[[1, -10], [0, -10]]"
r18_t90_k6_w1,18,6,1,24,49,50,27,29,3,3,9,13,29,35,"[7, 2, 7, 22, 10, 0]","[4, 7, 5, 2, 7, 25]","[[10, -7], [10, -8]]","[[-1, -9], [-2, -8]]"
r18_t90_k6_w1,18,6,1,25,51,52,33,29,3,3,11,13,35,35,"[7, 2, 7, 24, 10, 0]","[4, 7, 6, 2, 7, 26]","[[10, -9], [-10, 8]]","[[-3, -7], [-4, -6]]"
r18_t90_k6_w1,18,6,1,26,53,54,35,29,3,3,12,13,38,35,"[7, 2, 7, 26, 10, 0]","[4, 8, 7, 2, 7, 26]","[[-10, 9], [-10, 10]]","[[-5, -5], [-6, -4]]"
r18_t90_k6_w1,18,6,1,27,55,56,35,29,3,3,12,13,38,35,"[7, 2, 7, 28, 10, 0]","[4, 10, 7, 2, 7, 26]","[[-9, 10], [-8, 10]]","[[-8, -2], [-10, 0]]"
r18_t90_k6_w1,18,6,1,28,57,58,35,34,3,3,12,15,38,39,"[8, 2, 8, 28, 10, 0]","[4, 12, 7, 2, 7, 26]","[[-7, 10], [-6, 10]]","[[-10, 1], [0, 10]]"
r18_t90_k6_w1,18,6,1,29,59,60,36,34,3,3,12,15,39,39,"[8, 2, 8, 28, 12, 0]","[5, 12, 7, 2, 7, 27]","[[9, 1], [11, -1]]","[[5, -11], [4, -11]]"
r18_t90_k6_w1,18,6,1,30,61,62,41,35,3,3,12,15,41,40,"[8, 2, 8, 28, 14, 0]","[5, 12, 7, 2, 7, 29]","[[11, -2], [11, -4]]","[[3, -11], [2, -11]]"
r18_t90_k6_w1,18,6,1,31,63,64,42,40,3,3,15,15,43,42,"[8, 2, 8, 29, 15, 0]","[5, 12, 7, 2, 7, 31]","[[11, -5], [11, -6]]","[[1, -11], [0, -11]]"
r18_t90_k6_w1,18,6,1,32,65,66,48,41,3,3,13,15,47,42,"[8, 2, 8, 31, 15, 0]","[5, 12, 7, 2, 7, 33]","[[11, -7], [11, -8]]","[[-1, -10], [-2, -9]]"
r18_t90_k6_w1,18,6,1,33,67,68,56,42,3,3,16,16,54,43,"[8, 2, 8, 33, 15, 0]","[5, 12, 7, 2, 7, 35]","[[11, -9], [11, -10]]","[[-3, -8], [-4, -7]]"
r18_t90_k6_w1,18,6,1,34,69,70,60,45,3,3,16,17,57,47,"[8, 2, 8, 35, 15, 0]","[5, 12, 8, 2, 8, 35]","[[11, -11], [-11, 9]]","[[-5, -6], [-6, -5]]"
r18_t90_k6_w1,18,6,1,35,71,72,60,47,3,3,16,18,57,50,"[8, 2, 8, 37, 15, 0]","[5, 13, 9, 2, 8, 35]","[[-11, 10], [-11, 11]]","[[-8, -3], [-9, -2]]"
r18_t90_k6_w1,18,6,1,36,73,74,60,52,3,3,16,19,57,56,"[8, 2, 9, 38, 15, 0]","[5, 15, 9, 2, 8, 35]","[[-10, 11], [-9, 11]]","[[-11, 0], [-11, 1]]"
r18_t90_k6_w1,18,6,1,37,75,76,60,57,3,3,16,20,57,60,"[9, 2, 10, 38, 15, 0]","[5, 17, 9, 2, 8, 35]","[[-8, 11], [-7, 11]]","[[-11, 2], [0, 11]]"
r18_t90_k6_w1,18,6,1,38,77,78,61,57,3,3,15,20,57,60,"[10, 2, 10, 38, 16, 0]","[6, 18, 9, 2, 8, 35]","[[-6, 11], [6, 5]]","[[12, 0], [5, -12]]"
r18_t90_k6_w1,18,6,1,39,79,80,65,57,3,3,15,20,61,60,"[10, 2, 10, 38, 18, 0]","[8, 18, 9, 2, 8, 35]","[[9, 2], [10, 1]]","[[4, -12], [3, -12]]"
r18_t90_k6_w1,18,6,1,40,81,82,71,67,3,3,13,17,63,67,"[10, 2, 10, 38, 20, 0]","[8, 18, 9, 2, 8, 37]","[[12, -6], [12, -7]]","[[2, -12], [1, -12]]"
r18_t90_k6_w1,18,6,1,41,83,84,72,74,3,3,16,15,65,72,"[10, 2, 10, 40, 20, 0]","[8, 18, 9, 2, 8, 39]","[[12, -8], [12, -9]]","[[0, -12], [-1, -11]]"
r18_t90_k6_w1,18,6,1,42,85,86,79,78,3,3,14,17,67,76,"[10, 2, 10, 42, 20, 0]","[8, 18, 9, 2, 8, 41]","[[12, -10], [12, -11]]","[[-2, -10], [-3, -9]]"
r18_t90_k6_w1,18,6,1,43,87,88,86,78,3,3,14,17,70,76,"[10, 2, 10, 44, 20, 0]","[8, 18, 9, 2, 10, 41]","[[12, -12], [11, -12]]","[[-4, -8], [-5, -7]]"
r18_t90_k6_w1,18,6,1,44,89,90,90,80,3,3,12,17,72,77,"[10, 2, 10, 46, 20, 0]","[8, 18, 11, 2, 10, 41]","[[-12, 9], [-12, 10]]","[[-6, -6], [-8, -4]]"
r18_t90_k6_w1,18,6,1,45,91,92,91,85,3,3,11,19,72,83,"[10, 2, 10, 48, 20, 0]","[8, 19, 12, 2, 10, 41]","[[-12, 11], [-12, 12]]","[[-9, -3], [-10, -2]]"
r18_t90_k6_w1,18,6,1,46,93,94,97,94,3,3,11,19,78,90,"[10, 2, 11, 49, 20, 0]","[8, 21, 12, 2, 10, 41]","[[-11, 12], [-10, 12]]","[[-12, 0], [-12, 1]]"
r18_t90_k6_w1,18,6,1,47,95,96,103,102,3,3,12,17,85,93,"[10, 2, 13, 49, 20, 0]","[8, 23, 12, 2, 10, 41]","[[-9, 12], [-8, 12]]","[[-12, 2], [-12, 3]]"
r18_t90_k6_w1,18,6,1,48,97,98,106,105,3,3,13,19,89,96,"[12, 2, 13, 49, 20, 0]","[8, 25, 12, 2, 10, 41]","[[-7, 12], [-6, 12]]","[[0, 12], [3, 9]]"
r18_t90_k6_w1,18,6,1,49,99,100,106,105,3,3,13,19,89,96,"[14, 2, 13, 49, 20, 0]","[8, 25, 12, 2, 10, 43]","[[13, -2], [13, -3]]","[[4, 8], [8, 4]]"
r18_t90_k6_w1,18,6,1,50,101,102,110,111,3,3,14,19,92,100,"[14, 2, 13, 49, 22, 0]","[8, 25, 12, 2, 10, 45]","[[13, -4], [13, -6]]","[[5, -13], [4, -13]]"
r18_t90_k6_w1,18,6,1,51,103,104,114,113,3,3,13,24,94,102,"[14, 2, 13, 49, 24, 0]","[8, 25, 12, 2, 10, 47]","[[13, -7], [13, -8]]","[[3, -13], [2, -13]]"
r18_t90_k6_w1,18,6,1,52,105,106,115,117,3,3,16,25,95,103,"[14, 2, 13, 50, 25, 0]","[8, 25, 12, 2, 10, 49]","[[13, -9], [13, -10]]","[[1, -13], [0, -13]]"
r18_t90_k6_w1,18,6,1,53,107,108,114,117,3,3,17,28,96,105,"[14, 2, 13, 52, 25, 0]","[8, 25, 12, 2, 10, 51]","[[13, -11], [13, -12]]","[[-1, -12], [-2, -11]]"
r18_t90_k6_w1,18,6,1,54,109,110,116,118,3,3,18,27,96,105,"[14, 2, 13, 54, 25, 0]","[8, 25, 12, 2, 12, 51]","[[13, -13], [12, -13]]","[[-3, -10], [-4, -9]]"
r18_t90_k6_w1,18,6,1,55,111,112,116,118,3,3,20,27,97,105,"[14, 2, 13, 56, 25, 0]","[8, 25, 13, 2, 13, 51]","[[11, -13], [-13, 5]]","[[-5, -8], [-6, -7]]"
r18_t90_k6_w1,18,6,1,56,113,114,123,118,3,3,16,29,99,106,"[14, 2, 13, 58, 25, 0]","[8, 25, 15, 2, 13, 51]","[[-13, 10], [-13, 11]]","[[-8, -5], [-9, -4]]"
r18_t90_k6_w1,18,6,1,57,115,116,132,123,3,3,14,32,102,114,"[14, 2, 13, 60, 25, 0]","[8, 26, 16, 2, 13, 51]","[[-13, 12], [-13, 13]]","[[-10, -3], [-11, -2]]"
r18_t90_k6_w1,18,6,1,58,117,118,132,127,3,3,14,34,102,115,"[14, 4, 13, 60, 25, 0]","[8, 28, 16, 2, 13, 51]","[[-12, 13], [-11, 13]]","[[-5, 13], [-4, 13]]"
r18_t90_k6_w1,18,6,1,59,119,120,135,127,3,3,14,34,105,115,"[14, 6, 13, 60, 25, 0]","[10, 28, 16, 2, 13, 51]","[[6, 7], [7, 6]]","[[-3, 13], [-2, 13]]"
r18_t90_k6_w1,18,6,1,60,121,122,138,128,3,3,18,35,108,117,"[15, 7, 13, 60, 25, 0]","[12, 28, 16, 2, 13, 51]","[[10, 3], [11, 2]]","[[-1, 13], [0, 13]]"
r18_t90_k6_w1,18,6,1,61,123,124,139,130,3,3,17,35,108,119,"[15, 7, 13, 60, 27, 0]","[12, 28, 16, 2, 13, 53]","[[14, -1], [14, -3]]","[[9, -14], [8, -14]]"
r18_t90_k6_w1,18,6,1,62,125,126,144,137,3,3,16,32,111,122,"[15, 7, 13, 60, 29, 0]","[12, 28, 16, 2, 13, 55]","[[14, -4], [14, -5]]","[[7, -14], [6, -14]]"
r18_t90_k6_w1,18,6,1,63,127,128,145,138,3,3,19,33,113,122,"[15, 7, 13, 60, 31, 0]","[12, 28, 16, 2, 13, 57]","[[14, -6], [14, -7]]","[[5, -14], [4, -14]]"
r18_t90_k6_w1,18,6,1,64,129,130,144,138,3,3,19,35,113,124,"[15, 7, 13, 60, 33, 0]","[12, 28, 16, 2, 13, 59]","[[14, -8], [14, -9]]","[[3, -14], [2, -14]]"
r18_t90_k6_w1,18,6,1,65,131,132,145,144,3,3,20,32,114,125,"[15, 7, 13, 61, 34, 0]","[12, 28, 16, 2, 13, 61]","[[14, -10], [14, -11]]","[[1, -14], [0, -14]]"
r18_t90_k6_w1,18,6,1,66,133,134,145,151,3,3,21,32,115,131,"[15, 7, 13, 63, 34, 0]","[12, 28, 16, 2, 13, 63]","[[14, -12], [14, -13]]","[[-1, -13], [-2, -12]]"
r18_t90_k6_w1,18,6,1,67,135,136,147,151,3,3,20,32,115,131,"[15, 7, 13, 65, 34, 0]","[12, 28, 17, 3, 13, 63]","[[-13, -1], [-14, 6]]","[[-3, -11], [-4, -10]]"
r18_t90_k6_w1,18,6,1,68,137,138,147,151,3,3,20,32,115,131,"[15, 7, 13, 67, 34, 0]","[12, 28, 19, 3, 13, 63]","[[-14, 7], [-14, 8]]","[[-5, -9], [-6, -8]]"
r18_t90_k6_w1,18,6,1,69,139,140,148,156,3,3,20,32,115,134,"[15, 8, 13, 68, 34, 0]","[12, 28, 21, 3, 13, 63]","[[-14, 9], [-14, 10]]","[[-7, -7], [-5, 14]]"
r18_t90_k6_w1,18,6,1,70,141,142,148,157,3,3,20,33,115,135,"[15, 10, 13, 68, 34, 0]","[12, 28, 23, 3, 13, 63]","[[-14, 11], [-14, 12]]","[[-4, 14], [-3, 14]]"
r18_t90_k6_w1,18,6,1,71,143,144,151,161,3,3,21,33,118,137,"[15, 12, 13, 68, 34, 0]","[12, 29, 24, 3, 13, 63]","[[-14, 13], [-14, 14]]","[[-2, 14], [-1, 14]]"
r18_t90_k6_w1,18,6,1,72,145,146,152,161,3,3,22,35,119,138,"[17, 12, 13, 68, 34, 0]","[12, 31, 24, 3, 13, 63]","[[-13, 14], [-12, 14]]","[[0, 14], [1, 13]]"
r18_t90_k6_w1,18,6,1,73,147,148,152,164,3,3,22,34,119,139,"[18, 12, 13, 68, 35, 0]","[13, 32, 24, 3, 13, 63]","[[-11, 14], [7, 7]]","[[15, 0], [10, -15]]"
r18_t90_k6_w1,18,6,1,74,149,150,152,165,3,3,22,34,119,140,"[18, 12, 13, 68, 37, 0]","[15, 32, 24, 3, 13, 63]","[[9, 5], [11, 3]]","[[9, -15], [8, -15]]"
r18_t90_k6_w1,18,6,1,75,151,152,155,167,3,3,23,34,121,141,"[18, 12, 13, 68, 39, 0]","[16, 32, 24, 3, 13, 64]","[[13, 1], [15, -6]]","[[7, -15], [6, -15]]"
r18_t90_k6_w1,18,6,1,76,153,154,156,167,3,3,25,34,123,141,"[18, 12, 13, 68, 41, 0]","[16, 32, 24, 3, 13, 66]","[[15, -7], [15, -8]]","[[5, -15], [4, -15]]"
r18_t90_k6_w1,18,6,1,77,155,156,156,170,3,3,24,36,123,144,"[18, 12, 13, 68, 43, 0]","[16, 32, 24, 3, 13, 68]","[[15, -9], [15, -10]]","[[3, -15], [2, -15]]"
r18_t90_k6_w1,18,6,1,78,157,158,157,170,3,3,25,37,124,144,"[18, 12, 13, 69, 44, 0]","[16, 32, 24, 3, 13, 70]","[[15, -11], [15, -12]]","[[1, -15], [0, -15]]"
r18_t90_k6_w1,18,6,1,79,159,160,157,171,3,3,26,40,125,146,"[18, 12, 13, 71, 44, 0]","[16, 32, 24, 3, 13, 72]","[[15, -13], [15, -14]]","[[-1, -14], [-2, -13]]"
r18_t90_k6_w1,18,6,1,80,161,162,159,171,3,3,25,40,125,146,"[18, 12, 13, 73, 44, 0]","[16, 32, 25, 4, 13, 72]","[[-14, -1], [-15, 7]]","[[-3, -12], [-4, -11]]"
r18_t90_k6_w1,18,6,1,81,163,164,159,171,3,3,24,40,125,146,"[18, 12, 13, 75, 44, 0]","[16, 32, 27, 4, 13, 72]","[[-15, 8], [-15, 9]]","[[-5, -10], [-6, -9]]"
r18_t90_k6_w1,18,6,1,82,165,166,160,174,3,3,26,40,127,148,"[18, 12, 13, 77, 44, 0]","[16, 32, 29, 4, 13, 72]","[[-15, 10], [-15, 11]]","[[-7, -8], [-8, -7]]"
r18_t90_k6_w1,18,6,1,83,167,168,163,177,3,3,28,39,132,150,"[18, 14, 13, 77, 44, 0]","[16, 32, 31, 4, 13, 72]","[[-15, 12], [-15, 13]]","[[-5, 15], [-4, 15]]"
r18_t90_k6_w1,18,6,1,84,169,170,168,178,3,3,28,41,137,151,"[18, 16, 13, 77, 44, 0]","[16, 33, 32, 4, 13, 72]","[[-15, 14], [-15, 15]]","[[-3, 15], [-2, 15]]"
r18_t90_k6_w1,18,6,1,85,171,172,169,178,3,3,30,42,138,152,"[19, 17, 13, 77, 44, 0]","[16, 35, 32, 4, 13, 72]","[[-14, 15], [-13, 15]]","[[-1, 15], [0, 15]]"
r18_t90_k6_w1,18,6,1,86,173,174,169,182,3,3,30,42,138,154,"[21, 17, 13, 77, 44, 0]","[16, 37, 32, 4, 13, 72]","[[-12, 15], [-11, 15]]","[[1, 14], [2, 13]]"
r18_t90_k6_w1,18,6,1,87,175,176,172,183,3,3,31,42,142,155,"[22, 17, 13, 77, 45, 0]","[17, 37, 32, 4, 13, 73]","[[9, 6], [16, -2]]","[[3, 12], [10, -16]]"
r18_t90_k6_w1,18,6,1,88,177,178,172,183,3,3,31,42,142,155,"[22, 17, 13, 77, 47, 0]","[17, 37, 32, 4, 13, 75]","[[16, -3], [16, -5]]","[[9, -16], [8, -16]]"
r18_t90_k6_w1,18,6,1,89,179,180,175,188,3,3,32,41,144,158,"[22, 17, 13, 77, 49, 0]","[17, 37, 32, 4, 13, 77]","[[16, -6], [16, -7]]","[[7, -16], [6, -16]]"
r18_t90_k6_w2,18,6,2,0,1,2,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 1]","[[2, -1], [1, -2]]",[]
r18_t90_k6_w2,18,6,2,1,3,4,0,0,0,0,0,0,0,0,"[2, 0, 0, 0, 0, 0]","[0, 0, 1, 1, 1, 1]","[[-1, -1], [-2, 1]]","[[0, 2], [3, 0]]"
r18_t90_k6_w2,18,6,2,2,5,6,0,0,0,0,0,0,0,0,"[2, 1, 0, 1, 0, 0]","[0, 0, 1, 1, 3, 1]","[[2, -3], [1, -3]]","[[-3, 0], [-3, 3]]"
r18_t90_k6_w2,18,6,2,3,7,8,0,0,0,0,0,0,0,0,"[3, 1, 0, 2, 0, 0]","[0, 0, 1, 1, 4, 2]","[[4, -3], [2, -4]]","[[0, 3], [-4, 0]]"
r18_t90_k6_w2,18,6,2,4,9,10,0,2,0,1,0,1,0,3,"[3, 3, 0, 2, 0, 0]","[0, 0, 1, 1, 4, 4]","[[5, -1], [5, -3]]","[[-4, 4], [-3, 4]]"
r18_t90_k6_w2,18,6,2,5,11,12,4,4,2,2,2,2,6,6,"[4, 4, 0, 2, 0, 0]","[0, 0, 1, 1, 5, 5]","[[5, -4], [5, -5]]","[[-1, 4], [0, 4]]"
r18_t90_k6_w2,18,6,2,6,13,14,5,6,3,3,3,3,8,9,"[4, 4, 1, 3, 0, 0]","[0, 0, 1, 1, 7, 5]","[[4, -5], [3, -5]]","[[-5, 0], [-5, 2]]"
r18_t90_k6_w2,18,6,2,7,15,16,6,12,3,3,4,6,10,16,"[4, 6, 1, 3, 0, 0]","[0, 0, 1, 1, 9, 5]","[[2, -5], [1, -5]]","[[-5, 5], [-4, 5]]"
r18_t90_k6_w2,18,6,2,8,17,18,9,12,3,3,5,6,14,16,"[4, 8, 1, 3, 0, 0]","[1, 0, 1, 2, 9, 5]","[[0, -5], [4, 1]]","[[-3, 5], [-1, 5]]"
r18_t90_k6_w2,18,6,2,9,19,20,11,12,3,3,5,6,16,16,"[4, 8, 1, 5, 0, 0]","[1, 0, 1, 2, 9, 7]","[[6, -1], [6, -2]]","[[-4, -2], [-6, 0]]"
r18_t90_k6_w2,18,6,2,10,21,22,11,16,3,3,5,7,16,21,"[4, 8, 3, 5, 0, 0]","[1, 0, 1, 2, 9, 9]","[[6, -4], [6, -5]]","[[-6, 2], [-6, 3]]"
r18_t90_k6_w2,18,6,2,11,23,24,16,21,3,3,5,7,21,24,"[4, 9, 4, 5, 0, 0]","[1, 0, 1, 2, 11, 9]","[[6, -6], [5, -6]]","[[-6, 4], [-6, 6]]"
r18_t90_k6_w2,18,6,2,12,25,26,16,26,3,3,5,5,21,26,"[4, 11, 4, 5, 0, 0]","[1, 0, 1, 2, 13, 9]","[[4, -6], [3, -6]]","[[-5, 6], [-4, 6]]"
r18_t90_k6_w2,18,6,2,13,27,28,22,31,3,3,7,8,27,31,"[4, 13, 4, 5, 0, 0]","[1, 0, 1, 2, 15, 9]","[[2, -6], [1, -6]]","[[-3, 6], [-2, 6]]"
r18_t90_k6_w2,18,6,2,14,29,30,23,32,3,3,7,9,28,33,"[5, 14, 4, 5, 0, 0]","[2, 0, 1, 2, 15, 10]","[[5, 1], [7, -1]]","[[-1, 6], [0, 6]]"
r18_t90_k6_w2,18,6,2,15,31,32,23,32,3,3,7,9,28,33,"[5, 14, 4, 7, 0, 0]","[2, 0, 1, 2, 15, 12]","[[7, -2], [7, -3]]","[[-3, -4], [-4, -3]]"
r18_t90_k6_w2,18,6,2,16,33,34,27,37,3,3,7,11,31,38,"[5, 14, 4, 9, 0, 0]","[2, 0, 1, 2, 15, 14]","[[7, -5], [7, -6]]","[[-5, -2], [-6, -1]]"
r18_t90_k6_w2,18,6,2,17,35,36,29,39,3,3,10,10,32,38,"[5, 14, 5, 10, 0, 0]","[2, 0, 1, 2, 17, 14]","[[7, -7], [6, -7]]","[[-7, 0], [-7, 1]]"
r18_t90_k6_w2,18,6,2,18,37,38,32,44,3,3,11,13,36,44,"[5, 14, 7, 10, 0, 0]","[2, 0, 1, 2, 19, 14]","[[5, -7], [4, -7]]","[[-7, 2], [-7, 3]]"
r18_t90_k6_w2,18,6,2,19,39,40,36,45,3,3,10,15,38,44,"[5, 14, 9, 10, 0, 0]","[2, 0, 1, 2, 21, 14]","[[3, -7], [2, -7]]","[[-7, 4], [-7, 5]]"
r18_t90_k6_w2,18,6,2,20,41,42,38,46,3,3,13,16,40,45,"[5, 15, 10, 10, 0, 0]","[3, 0, 1, 2, 22, 14]","[[1, -7], [5, 2]]","[[-7, 6], [-7, 7]]"
r18_t90_k6_w2,18,6,2,21,43,44,44,46,3,3,13,16,45,45,"[5, 17, 10, 10, 0, 0]","[5, 0, 1, 2, 22, 14]","[[6, 1], [8, 0]]","[[-6, 7], [-5, 7]]"
r18_t90_k6_w2,18,6,2,22,45,46,57,48,3,3,17,16,58,47,"[5, 19, 10, 10, 0, 0]","[5, 0, 1, 2, 22, 16]","[[8, -1], [8, -2]]","[[-4, 7], [-3, 7]]"
r18_t90_k6_w2,18,6,2,23,47,48,60,57,3,3,15,16,59,55,"[5, 21, 10, 10, 0, 0]","[5, 0, 1, 2, 22, 18]","[[8, -3], [8, -4]]","[[-2, 7], [-1, 7]]"
r18_t90_k6_w2,18,6,2,24,49,50,63,60,3,3,16,14,62,56,"[6, 21, 10, 11, 0, 0]","[5, 0, 1, 2, 22, 20]","[[8, -5], [8, -6]]","[[0, 7], [-4, -4]]"
r18_t90_k6_w2,18,6,2,25,51,52,64,64,3,3,17,16,64,60,"[6, 21, 10, 13, 0, 0]","[5, 0, 1, 2, 23, 21]","[[8, -7], [8, -8]]","[[-5, -3], [-6, -2]]"
r18_t90_k6_w2,18,6,2,26,53,54,68,66,3,3,19,16,68,61,"[6, 21, 10, 15, 0, 0]","[5, 0, 1, 2, 25, 21]","[[7, -8], [6, -8]]","[[-7, -1], [-8, 0]]"
r18_t90_k6_w2,18,6,2,27,55,56,73,77,3,3,16,11,70,65,"[6, 21, 12, 15, 0, 0]","[5, 0, 1, 2, 27, 21]","[[5, -8], [4, -8]]","[[-8, 1], [-8, 2]]"
r18_t90_k6_w2,18,6,2,28,57,58,81,83,3,3,15,11,74,69,"[6, 21, 14, 15, 0, 0]","[5, 0, 1, 2, 29, 21]","[[3, -8], [2, -8]]","[[-8, 3], [-8, 4]]"
r18_t90_k6_w2,18,6,2,29,59,60,82,85,3,3,14,11,74,71,"[6, 21, 16, 15, 0, 0]","[7, 0, 1, 2, 29, 21]","[[5, 3], [6, 2]]","[[-8, 5], [-8, 6]]"
r18_t90_k6_w2,18,6,2,30,61,62,83,92,3,3,14,10,74,77,"[6, 22, 17, 15, 0, 0]","[9, 0, 1, 2, 29, 21]","[[7, 1], [9, 0]]","[[-8, 7], [-8, 8]]"
r18_t90_k6_w2,18,6,2,31,63,64,85,99,3,3,14,11,75,81,"[6, 24, 17, 15, 0, 0]","[9, 0, 1, 2, 29, 23]","[[9, -1], [9, -2]]","[[-7, 8], [-6, 8]]"
r18_t90_k6_w2,18,6,2,32,65,66,93,108,3,3,17,10,79,83,"[6, 26, 17, 15, 0, 0]","[9, 0, 1, 2, 29, 25]","[[9, -3], [9, -4]]","[[-5, 8], [-4, 8]]"
r18_t90_k6_w2,18,6,2,33,67,68,94,108,3,3,16,11,78,83,"[6, 28, 17, 15, 0, 0]","[9, 0, 1, 2, 29, 27]","[[9, -5], [9, -6]]","[[-3, 8], [-2, 8]]"
