template_id,source_event_id,kind,tau,pressure,terminal,attacker_stones,defender_stones,move_stones,obligation_edges,num_attacker_stones,num_defender_stones,num_obligations,num_obligation_vertices,pair_shape,shape_kind,family,line_axis_support,canonical_signature,frequency,automorphism_group_size,number_of_vertices,number_of_edges,edge_size_histogram,singleton_count,pair_edge_count,transversal_number_tau,number_of_minimum_transversals,intersection_graph_density,laplacian_spectrum,source_counts,source_span,source_entropy,generality_index,channel_label,integer_fingerprint,abstract_incidence_signature,abstract_signature_exact,incidence_cell_count,incidence_edge_count,cell_color_histogram,d6_stabilizer_order,d6_orbit_size,burnside_fixed_fraction,a2_support_signature,a2_coxeter_diameter
T_0258,E000000261,proto,3,1,1,"[[-2,1],[-2,2],[-1,1],[0,0],[1,-1],[2,-2]]",[],"[[-4,1],[3,-3]]","[[[-3,3]],[[4,-4]],[[-3,1],[0,1],[1,1]]]",6,0,3,5,"(-7, 3)",kink,kink_bridge,three-axis,4b45b4c7b0b7c79e0bc607ed174e6001d146ef1b,1,1,5,3,"{""1"":2,""3"":1}",2,0,3,3,0.0,"-4.784e-16,0,3.435e-17,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 5, 2, 0, 1, 1)",af72e18e651a9492ed1d2cca705180b462ee08e0,1,13,3,"{""A"":6,""M"":2,""O"":5}",1,12,0.08333333333333333,"(8, 7, 5)",8
T_0261,E000000264,proto,3,1,0,"[[-2,1],[-2,4],[-1,1],[1,-1],[2,-2]]",[],"[[-3,1],[0,-1]]","[[[-6,1],[-5,1],[-4,1]],[[0,0],[3,-3],[4,-4]],[[0,1],[1,1],[2,1]]]",5,0,3,9,"(-3, 1)",kink,kink_bridge,three-axis,eba28ca669cb537a807a3e95784eb303c4cdf148,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.11e-16,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",d7d0e3ffea9ec8c96b07f7133ad286d63fe28145,0,16,3,"{""A"":5,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 8)",10
T_0262,E000000265,proto,3,1,0,"[[-2,1],[-2,4],[-1,1],[1,-1],[2,-2]]",[],"[[-3,1],[1,-2]]","[[[-6,1],[-5,1],[-4,1]],[[0,0],[3,-3],[4,-4]],[[0,1],[1,1],[2,1]]]",5,0,3,9,"(-4, 1)",kink,kink_bridge,three-axis,77f0a75f990c7ffcd5523883289f642d20879eae,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.11e-16,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",d7d0e3ffea9ec8c96b07f7133ad286d63fe28145,0,16,3,"{""A"":5,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 8)",10
T_0266,E000000269,proto,3,1,0,"[[-2,2],[-2,3],[-2,4],[-1,1],[2,-2]]",[],"[[-1,2],[0,-1]]","[[[-2,-1],[-2,0],[-2,1]],[[-2,5],[-2,6],[-2,7]],[[0,0],[1,-1],[3,-3]]]",5,0,3,9,"(-3, 1)",kink,kink_bridge,three-axis,0238dac82560cb4fd18f814bdc12c519d9027a1f,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",1b4d94f1c7c3e8880fb1282aeabd02871357d3f6,0,16,3,"{""A"":5,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 5)",10
T_0267,E000000270,proto,3,1,0,"[[-2,1],[-2,4],[-1,1],[1,-1],[2,-2]]",[],"[[-3,1],[-3,2]]","[[[-6,1],[-5,1],[-4,1]],[[0,0],[3,-3],[4,-4]],[[0,1],[1,1],[2,1]]]",5,0,3,9,"(-1, 0)",adjacent,adjacent,three-axis,9172c23829214f9b63717c0e416dd670ab743695,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.11e-16,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",d7d0e3ffea9ec8c96b07f7133ad286d63fe28145,0,16,3,"{""A"":5,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 8)",10
T_0268,E000000271,proto,3,1,0,"[[-2,2],[-2,3],[-2,4],[-1,1],[2,-2]]",[],"[[-1,2],[1,-2]]","[[[-2,-1],[-2,0],[-2,1]],[[-2,5],[-2,6],[-2,7]],[[0,0],[1,-1],[3,-3]]]",5,0,3,9,"(-4, 2)",kink,kink_bridge,three-axis,5808c041ed25f055565ca32719e5360a0d61eaa8,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",1b4d94f1c7c3e8880fb1282aeabd02871357d3f6,0,16,3,"{""A"":5,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 5)",10
T_0270,E000000273,exact,3,1,0,"[[-2,2],[-1,1],[-1,4],[1,-1],[2,-2]]","[[-2,0]]","[[-1,2],[-1,3]]","[[[-1,-1],[-1,0]],[[-1,5],[-1,6]],[[0,0],[3,-3]]]",5,1,3,6,"(-1, 0)",adjacent,adjacent,three-axis,fb882e3302c3bb706228d72680eb81bfecef79cc,1,1,6,3,"{""2"":3}",0,3,3,8,0.0,"0,0,0,2,2,2","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 6, 0, 3, 0, 1)",cae7b51c5f86dc4ba9f070f6e458298cbba72d4e,1,14,3,"{""A"":5,""D"":1,""M"":2,""O"":6}",1,12,0.08333333333333333,"(9, 7, 5)",9
T_0271,E000000274,proto,3,1,0,"[[-2,2],[-2,3],[-2,4],[-1,4]]","[[-2,0]]","[[-1,2],[-1,3]]","[[[-2,5],[-2,6],[-2,7]],[[-1,-1],[-1,0],[-1,1]],[[-1,5],[-1,6],[-1,7]]]",4,1,3,9,"(-1, 0)",adjacent,adjacent,three-axis,cf7dc684d97c581b9a5421c244b56a3aacbfa73c,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",e5fb991731585e2e32de37b75ba9513c4ec703b4,0,16,3,"{""A"":4,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 1)",8
T_0278,E000000281,proto,3,1,0,"[[-2,2],[-2,3],[-2,4],[-1,1],[2,-2]]",[],"[[-1,3],[0,-1]]","[[[-2,-1],[-2,0],[-2,1]],[[-2,5],[-2,6],[-2,7]],[[0,0],[1,-1],[3,-3]]]",5,0,3,9,"(-4, 1)",kink,kink_bridge,three-axis,7343a209f6f02cbcac9e367b609bd8e24847c1cb,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",1b4d94f1c7c3e8880fb1282aeabd02871357d3f6,0,16,3,"{""A"":5,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 5)",10
T_0281,E000000284,proto,3,1,0,"[[-2,2],[-2,3],[-2,4],[-1,1],[2,-2]]",[],"[[-1,3],[1,-2]]","[[[-2,-1],[-2,0],[-2,1]],[[-2,5],[-2,6],[-2,7]],[[0,0],[1,-1],[3,-3]]]",5,0,3,9,"(-5, 2)",kink,kink_bridge,three-axis,51ba7c26fb5dce3b33e096f9464f02850ac8baca,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",1b4d94f1c7c3e8880fb1282aeabd02871357d3f6,0,16,3,"{""A"":5,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 5)",10
T_0282,E000000285,proto,3,1,0,"[[-2,1],[-2,4],[-1,1],[1,-1],[2,-2]]",[],"[[-3,1],[2,-3]]","[[[-6,1],[-5,1],[-4,1]],[[0,0],[3,-3],[4,-4]],[[0,1],[1,1],[2,1]]]",5,0,3,9,"(-5, 1)",kink,kink_bridge,three-axis,d54d93548999084670eb551c638e1306154d7c7b,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.11e-16,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",d7d0e3ffea9ec8c96b07f7133ad286d63fe28145,0,16,3,"{""A"":5,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 8)",10
T_0285,E000000288,proto,3,1,0,"[[-2,2],[-2,3],[-2,4],[-1,1],[2,-2]]",[],"[[-3,2],[-1,3]]","[[[-2,-1],[-2,0],[-2,1]],[[-2,5],[-2,6],[-2,7]],[[0,0],[1,-1],[3,-3]]]",5,0,3,9,"(-3, 1)",kink,kink_bridge,three-axis,d80a350fbacabe4372988ce55ade34d8a7e8d7e5,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",1b4d94f1c7c3e8880fb1282aeabd02871357d3f6,0,16,3,"{""A"":5,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 6)",10
T_0286,E000000289,proto,3,1,0,"[[-2,2],[-2,3],[-2,4],[-1,1],[2,-2]]",[],"[[-1,2],[2,-3]]","[[[-2,-1],[-2,0],[-2,1]],[[-2,5],[-2,6],[-2,7]],[[0,0],[1,-1],[3,-3]]]",5,0,3,9,"(-5, 2)",kink,kink_bridge,three-axis,9ca8c619c61658d7f3d3e6df4eced2e1923f43b0,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",1b4d94f1c7c3e8880fb1282aeabd02871357d3f6,0,16,3,"{""A"":5,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 5)",10
T_0287,E000000290,proto,3,1,0,"[[-2,1],[-2,4],[-1,1],[1,-1],[2,-2]]",[],"[[-3,1],[0,3]]","[[[-6,1],[-5,1],[-4,1]],[[0,0],[3,-3],[4,-4]],[[0,1],[1,1],[2,1]]]",5,0,3,9,"(-5, 2)",kink,kink_bridge,three-axis,5b2f7dd790bc114ca26de10929a3c5dd444549b1,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.11e-16,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",d7d0e3ffea9ec8c96b07f7133ad286d63fe28145,0,16,3,"{""A"":5,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 8)",10
T_0290,E000000293,proto,3,1,0,"[[-2,1],[-2,4],[-1,1],[1,-1],[2,-2]]",[],"[[-3,1],[1,1]]","[[[0,1],[2,1]],[[-6,1],[-5,1],[-4,1]],[[0,0],[3,-3],[4,-4]]]",5,0,3,8,"(-4, 0)",rail,rail_ladder,three-axis,582e82dfa8b24d8b07323e26b743034a8eb101a4,1,1,8,3,"{""2"":1,""3"":2}",0,1,3,18,0.0,"-1.11e-16,-1.11e-16,0,2,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 8, 0, 1, 2, 1)",4753571235758b8b648f83cc294146cbdd70ab77,0,15,3,"{""A"":5,""M"":2,""O"":8}",1,12,0.08333333333333333,"(10, 8, 8)",10
T_0291,E000000294,proto,3,1,0,"[[-2,1],[-2,4],[-1,1],[1,-1],[2,-2]]",[],"[[-3,1],[3,-1]]","[[[-6,1],[-5,1],[-4,1]],[[0,0],[3,-3],[4,-4]],[[0,1],[1,1],[2,1]]]",5,0,3,9,"(-6, 2)",kink,kink_bridge,three-axis,139459f413975e193bc9bf67ff67160f9d55eeed,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.11e-16,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",d7d0e3ffea9ec8c96b07f7133ad286d63fe28145,0,16,3,"{""A"":5,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 8)",10
T_0292,E000000295,proto,3,1,0,"[[-2,1],[-2,4],[-1,1],[1,-1],[2,-2]]",[],"[[-3,1],[-1,-1]]","[[[-6,1],[-5,1],[-4,1]],[[0,0],[3,-3],[4,-4]],[[0,1],[1,1],[2,1]]]",5,0,3,9,"(-2, 0)",rail,rail_ladder,three-axis,5fbed499f068ea81a9ce1808e7f13f975588de82,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.11e-16,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",d7d0e3ffea9ec8c96b07f7133ad286d63fe28145,0,16,3,"{""A"":5,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 8)",10
T_0293,E000000296,proto,3,1,0,"[[-2,1],[-2,4],[-1,1],[2,-2]]",[],"[[-3,1],[4,-4]]","[[[-6,1],[-5,1],[-4,1]],[[0,0],[1,-1],[3,-3]],[[0,1],[1,1],[2,1]]]",4,0,3,9,"(-7, 2)",kink,kink_bridge,three-axis,67dc7600f4cecb66fe66e33b44a080619e1721f6,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,5.551e-17,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",53b93ca411023c3934a82853b4ff27012093e9b9,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 8)",10
T_0294,E000000297,proto,3,1,0,"[[-2,1],[-2,4],[-1,1],[1,-1],[2,-2]]",[],"[[-3,1],[4,-2]]","[[[-6,1],[-5,1],[-4,1]],[[0,0],[3,-3],[4,-4]],[[0,1],[1,1],[2,1]]]",5,0,3,9,"(-7, 3)",kink,kink_bridge,three-axis,2383e0c7eb184875af1080a9a9c35f7411be5bc0,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.11e-16,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",d7d0e3ffea9ec8c96b07f7133ad286d63fe28145,0,16,3,"{""A"":5,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 8)",10
T_0295,E000000298,proto,3,1,0,"[[-2,1],[-2,4],[-1,1],[1,-1],[2,-2]]",[],"[[-3,0],[-3,1]]","[[[-6,1],[-5,1],[-4,1]],[[0,0],[3,-3],[4,-4]],[[0,1],[1,1],[2,1]]]",5,0,3,9,"(-1, 0)",adjacent,adjacent,three-axis,97d6e92f78257cded1f46b0686c4e851317b13ac,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.11e-16,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",d7d0e3ffea9ec8c96b07f7133ad286d63fe28145,0,16,3,"{""A"":5,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 8)",10
T_0296,E000000299,proto,3,1,0,"[[-2,1],[-1,1],[1,-1],[2,-2]]",[],"[[-3,1],[-2,-1]]","[[[-6,1],[-5,1],[-4,1]],[[0,0],[3,-3],[4,-4]],[[0,1],[1,1],[2,1]]]",4,0,3,9,"(-2, 1)",bridge,bridge_fork,three-axis,001d77d375f84ac1113cd11c32812b4e80515549,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.11e-16,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",0514fa31be6a766f2d41a7686c3fe4e057602740,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 5)",10
