template_id,source_event_id,kind,tau,pressure,terminal,attacker_stones,defender_stones,move_stones,obligation_edges,num_attacker_stones,num_defender_stones,num_obligations,num_obligation_vertices,pair_shape,shape_kind,family,line_axis_support,canonical_signature,frequency,automorphism_group_size,number_of_vertices,number_of_edges,edge_size_histogram,singleton_count,pair_edge_count,transversal_number_tau,number_of_minimum_transversals,intersection_graph_density,laplacian_spectrum,source_counts,source_span,source_entropy,generality_index,channel_label,integer_fingerprint,abstract_incidence_signature,abstract_signature_exact,incidence_cell_count,incidence_edge_count,cell_color_histogram,d6_stabilizer_order,d6_orbit_size,burnside_fixed_fraction,a2_support_signature,a2_coxeter_diameter
T_0288,E000000291,proto,4,2,0,"[[-2,2],[-2,3],[-2,4],[-1,4],[2,-2]]",[],"[[-3,2],[0,4]]","[[[-5,4],[-4,4],[-3,4]],[[-2,-1],[-2,0],[-2,1]],[[-2,5],[-2,6],[-2,7]],[[1,4],[2,4],[3,4]]]",5,0,4,12,"(-5, 2)",kink,kink_bridge,three-axis,33bc7752dd4175b9ce18140fc74b22cdeec3e71d,1,1,12,4,"{""3"":4}",0,0,4,81,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(4, 2, 4, 12, 0, 0, 4, 1)",24d3d8fcd19e64699d82b89ae1e7e1103391bee7,0,19,4,"{""A"":5,""M"":2,""O"":12}",1,12,0.08333333333333333,"(10, 9, 8)",10
T_0289,E000000292,proto,4,2,0,"[[-2,2],[-2,3],[-2,4],[-1,4],[2,-2]]",[],"[[-3,4],[2,-3]]","[[[-6,4],[-5,4],[-4,4]],[[-2,-1],[-2,0],[-2,1]],[[-2,5],[-2,6],[-2,7]],[[0,4],[1,4],[2,4]]]",5,0,4,12,"(-7, 2)",kink,kink_bridge,three-axis,2a70f57f6e3b25fe02522c924c4cc7641a92a8b6,1,1,12,4,"{""3"":4}",0,0,4,81,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(4, 2, 4, 12, 0, 0, 4, 1)",24d3d8fcd19e64699d82b89ae1e7e1103391bee7,0,19,4,"{""A"":5,""M"":2,""O"":12}",1,12,0.08333333333333333,"(10, 9, 8)",10
T_0004,E000000000,proto,3,1,0,"[[-4,-1],[-3,0],[-3,4],[2,-5]]",[],"[[-3,-1],[-2,-1]]","[[[-3,1],[-3,2],[-3,3]],[[-1,-2],[0,-3],[1,-4]],[[-1,-1],[0,-1],[1,-1]]]",4,0,3,9,"(-1, 0)",adjacent,adjacent,three-axis,c647e9ac4caa6b3ca89d68648bc79d9806e426bd,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.665e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",b3243bedb65ac2cab6c148a2db9e10da97a8f531,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(9, 6, 6)",9
T_0005,E000000001,proto,3,1,0,"[[-3,0],[-3,4],[-1,1]]",[],"[[-3,1],[-2,1]]","[[[-6,1],[-5,1],[-4,1]],[[-3,2],[-3,3],[-3,5]],[[0,1],[1,1],[2,1]]]",3,0,3,9,"(-1, 0)",adjacent,adjacent,three-axis,29c210ca84cae3eaac91679b35e7d1eadcbfe848,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",5f25e7a433fcedab31a525caf69a4ba6ab4201aa,0,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 5)",8
T_0006,E000000002,proto,3,1,0,"[[-2,2],[0,-2],[0,0]]","[[0,1]]","[[-1,1],[0,-1]]","[[[-5,5],[-4,4],[-3,3]],[[0,-5],[0,-4],[0,-3]],[[1,-1],[2,-2],[3,-3]]]",3,1,3,9,"(-2, 1)",bridge,bridge_fork,three-axis,a5b5e666f11b4ebedf4118d0c72ffda7884f8432,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""rail"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",4148a1420dd31fd66d77fb89b14facc551bc6330,0,15,3,"{""A"":3,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 6)",10
T_0007,E000000003,proto,3,1,0,"[[-3,2],[-2,2],[0,0]]","[[-1,2]]","[[-4,2],[-1,1]]","[[[-7,2],[-6,2],[-5,2]],[[-5,5],[-4,4],[-3,3]],[[1,-1],[2,-2],[3,-3]]]",3,1,3,9,"(-3, 1)",kink,kink_bridge,three-axis,578396107c367be825e612dc08442457699227cb,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""rail"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",4148a1420dd31fd66d77fb89b14facc551bc6330,0,15,3,"{""A"":3,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 6)",10
T_0008,E000000004,proto,3,1,0,"[[-2,2],[0,-2],[0,0]]",[],"[[-1,1],[0,-3]]","[[[-5,5],[-4,4],[-3,3]],[[0,-1],[0,1],[0,2]],[[1,-1],[2,-2],[3,-3]]]",3,0,3,9,"(-4, 1)",kink,kink_bridge,three-axis,98379ea8ff54a5cdfc5620e8e7f91bbe9800cc71,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""rail"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",5f25e7a433fcedab31a525caf69a4ba6ab4201aa,0,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 5)",8
T_0009,E000000005,proto,3,1,0,"[[-1,1],[-1,2],[0,-1],[0,0]]","[[0,3],[1,-1]]","[[-1,0],[0,-2]]","[[[-1,-3],[-1,-2],[-1,-1]],[[-1,3],[-1,4],[-1,5]],[[0,-3],[0,1],[0,2]]]",4,2,3,9,"(-2, 1)",bridge,bridge_fork,three-axis,4a1251f111dfe10ad1fbbac5d9f79ca9b61d07c9,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",a56bb3b854c588d77cf5baab65164c9082ebb822,0,17,3,"{""A"":4,""D"":2,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 2)",8
T_0011,E000000007,proto,3,1,0,"[[-2,2],[-1,2],[0,-1],[0,0]]","[[1,-1]]","[[-3,2],[0,-2]]","[[[-6,2],[-5,2],[-4,2]],[[0,-4],[0,-3],[0,1]],[[0,2],[1,2],[2,2]]]",4,1,3,9,"(-4, 1)",kink,kink_bridge,three-axis,e38e38d88936aa798777265fa88d46e22d4d42b4,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",e5fb991731585e2e32de37b75ba9513c4ec703b4,0,16,3,"{""A"":4,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 6)",8
T_0013,E000000009,proto,3,1,0,"[[-1,1],[-1,2],[0,-1],[0,0]]","[[0,3],[1,-1]]","[[-1,3],[0,-2]]","[[[-1,-2],[-1,-1],[-1,0]],[[-1,4],[-1,5],[-1,6]],[[0,-3],[0,1],[0,2]]]",4,2,3,9,"(-5, 1)",kink,kink_bridge,three-axis,992358e4cd8abaed73be909f2f66e1614d207d5a,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",a56bb3b854c588d77cf5baab65164c9082ebb822,0,17,3,"{""A"":4,""D"":2,""M"":2,""O"":9}",1,12,0.08333333333333333,"(9, 8, 2)",9
T_0014,E000000010,proto,3,1,0,"[[-2,2],[-1,1],[-1,2]]","[[0,2],[1,-1]]","[[-3,2],[-1,3]]","[[[-6,2],[-5,2],[-4,2]],[[-1,-2],[-1,-1],[-1,0]],[[-1,4],[-1,5],[-1,6]]]",3,2,3,9,"(-3, 1)",kink,kink_bridge,three-axis,0e83db1ab5fb43d7883bd22bb6befe11159c8e8f,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",164fdcdfe8b38e7e3f72f686cd48b539f3933092,0,16,3,"{""A"":3,""D"":2,""M"":2,""O"":9}",1,12,0.08333333333333333,"(9, 8, 7)",9
T_0017,E000000013,proto,3,1,0,"[[-2,2],[-1,2],[0,-1]]",[],"[[-3,2],[-2,1]]","[[[-6,2],[-5,2],[-4,2]],[[-1,0],[1,-2],[2,-3]],[[0,2],[1,2],[2,2]]]",3,0,3,9,"(-1, 0)",adjacent,adjacent,three-axis,5c3710b2ef041f14a931963762dbaaccb28558e0,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.665e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",609c66db433ddf9152394f0b2562832326a07b2b,0,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 5)",8
T_0019,E000000015,proto,3,1,0,"[[-1,1],[-1,2],[0,-1]]",[],"[[-1,0],[2,-3]]","[[[-1,-3],[-1,-2],[-1,-1]],[[-1,3],[-1,4],[-1,5]],[[1,-2],[3,-4],[4,-5]]]",3,0,3,9,"(-3, 0)",rail,rail_ladder,three-axis,db4007673a3454caa3df82d9ff6b4a22026e903a,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",5f25e7a433fcedab31a525caf69a4ba6ab4201aa,0,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 5)",10
T_0020,E000000016,proto,3,1,0,"[[-1,1],[-1,2],[0,0]]","[[1,-1]]","[[-3,0],[-1,0]]","[[[-2,0],[1,0],[2,0]],[[-1,-3],[-1,-2],[-1,-1]],[[-1,3],[-1,4],[-1,5]]]",3,1,3,9,"(-2, 0)",rail,rail_ladder,three-axis,1b0dd0523d048373f716e8d2be05b8a4be018094,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-2.314e-63,1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",3b75d589ff8382ec03a8e3ec0bb6359d15f1f95b,0,15,3,"{""A"":3,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 5)",8
T_0021,E000000017,proto,3,1,0,"[[-1,1],[-1,2],[0,0]]","[[1,-1]]","[[-1,0],[2,0]]","[[[-1,-3],[-1,-2],[-1,-1]],[[-1,3],[-1,4],[-1,5]],[[1,0],[3,0],[4,0]]]",3,1,3,9,"(-3, 0)",rail,rail_ladder,three-axis,7fc04615b2f5dda83db5d14f1b497f0d923b47e2,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",4148a1420dd31fd66d77fb89b14facc551bc6330,0,15,3,"{""A"":3,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 5)",8
T_0022,E000000018,proto,3,1,0,"[[-1,1],[-1,2],[0,-1],[0,0]]","[[1,-1]]","[[-1,0],[0,-3]]","[[[-1,-3],[-1,-2],[-1,-1]],[[-1,3],[-1,4],[-1,5]],[[0,-2],[0,1],[0,2]]]",4,1,3,9,"(-3, 1)",kink,kink_bridge,three-axis,b2cde5ff22dad9d27cd89e028d6870df77dcb63d,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",e5fb991731585e2e32de37b75ba9513c4ec703b4,0,16,3,"{""A"":4,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 2)",8
T_0023,E000000019,proto,3,1,0,"[[-2,2],[-1,1],[-1,2]]","[[1,-1]]","[[-4,2],[-1,0]]","[[[-3,2],[0,2],[1,2]],[[-1,-3],[-1,-2],[-1,-1]],[[-1,3],[-1,4],[-1,5]]]",3,1,3,9,"(-3, 1)",kink,kink_bridge,three-axis,d7e1f829ea939f79fa560f3f660367c356ec5abb,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-2.314e-63,1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",3b75d589ff8382ec03a8e3ec0bb6359d15f1f95b,0,15,3,"{""A"":3,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 5)",8
T_0024,E000000020,proto,3,1,0,"[[-1,1],[-1,2],[0,-1]]",[],"[[-4,3],[-1,0]]","[[[-3,2],[-2,1],[1,-2]],[[-1,-3],[-1,-2],[-1,-1]],[[-1,3],[-1,4],[-1,5]]]",3,0,3,9,"(-3, 0)",rail,rail_ladder,three-axis,84076871231e6b5bd1f724e3e56e0ef48f8e639a,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",20d7b2d71016036966527515dd444d7d11577528,0,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 5)",8
T_0025,E000000021,proto,3,1,0,"[[-1,1],[-1,2],[0,-1]]",[],"[[-1,0],[3,-4]]","[[[-1,-3],[-1,-2],[-1,-1]],[[-1,3],[-1,4],[-1,5]],[[1,-2],[2,-3],[4,-5]]]",3,0,3,9,"(-4, 0)",rail,rail_ladder,three-axis,1c9f5953a998b33654d16ced55d5f24bb9bfe29b,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",5f25e7a433fcedab31a525caf69a4ba6ab4201aa,0,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 5)",10
T_0026,E000000022,proto,3,1,0,"[[-2,2],[-1,2],[0,-1]]",[],"[[-3,2],[1,-2]]","[[[-6,2],[-5,2],[-4,2]],[[-2,1],[-1,0],[2,-3]],[[0,2],[1,2],[2,2]]]",3,0,3,9,"(-4, 0)",rail,rail_ladder,three-axis,433ac2464dac04f511bf1a078d39e110c8025b15,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",efbc4e63e81bc17771a5be6fe8f4d042627827da,0,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 5)",8
T_0027,E000000023,proto,3,1,0,"[[-1,1],[-1,2],[0,-1],[0,0]]","[[1,-1]]","[[-1,4],[0,-2]]","[[[-1,3],[-1,5],[-1,6]],[[0,-5],[0,-4],[0,-3]],[[0,1],[0,2],[0,3]]]",4,1,3,9,"(-6, 1)",kink,kink_bridge,three-axis,8d7fd4431ce0e14e910a626f105bfea3d01f4104,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",e5fb991731585e2e32de37b75ba9513c4ec703b4,0,16,3,"{""A"":4,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(11, 10, 2)",11
T_0028,E000000024,proto,3,1,0,"[[-2,2],[-1,1],[0,0]]","[[1,-1]]","[[-2,1],[-2,3]]","[[[-5,5],[-4,4],[-3,3]],[[-2,-2],[-2,-1],[-2,0]],[[-2,4],[-2,5],[-2,6]]]",3,1,3,9,"(-2, 0)",rail,rail_ladder,three-axis,90be297fea2947229927c26c43a271cdd223550c,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",4148a1420dd31fd66d77fb89b14facc551bc6330,0,15,3,"{""A"":3,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 6)",8
T_0029,E000000025,proto,3,1,0,"[[-2,2],[-1,1],[-1,2]]","[[1,-1]]","[[-3,2],[-1,4]]","[[[-6,2],[-5,2],[-4,2]],[[-1,3],[-1,5],[-1,6]],[[0,2],[1,2],[2,2]]]",3,1,3,9,"(-4, 2)",kink,kink_bridge,three-axis,1e099b282ea972370047f4548deafba45252ecc4,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",4148a1420dd31fd66d77fb89b14facc551bc6330,0,15,3,"{""A"":3,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(9, 8, 7)",9
T_0030,E000000026,proto,3,1,0,"[[-2,2],[-1,2],[0,-1]]",[],"[[-3,2],[2,-3]]","[[[-6,2],[-5,2],[-4,2]],[[-2,1],[-1,0],[1,-2]],[[0,2],[1,2],[2,2]]]",3,0,3,9,"(-5, 0)",rail,rail_ladder,three-axis,a18d4f0f433772b7922410b497b023c94c4c33d9,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",85b1a843834bcffa0d1ded6cc7f54e6e1d0b9547,0,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 5)",8
T_0032,E000000031,proto,3,1,0,"[[-1,0],[0,0],[1,0]]","[[0,-1]]","[[0,1],[0,2]]","[[[-4,0],[-3,0],[-2,0]],[[0,3],[0,4],[0,5]],[[2,0],[3,0],[4,0]]]",3,1,3,9,"(-1, 0)",adjacent,adjacent,three-axis,b071ed0000294800d7e8085114ddfeca95d1b545,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",4148a1420dd31fd66d77fb89b14facc551bc6330,0,15,3,"{""A"":3,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(9, 8, 6)",9
T_0033,E000000033,proto,3,1,0,"[[-1,0],[0,0],[1,0]]",[],"[[0,1],[3,-2]]","[[[-4,0],[-3,0],[-2,0]],[[2,-1],[4,-3],[5,-4]],[[2,0],[3,0],[4,0]]]",3,0,3,9,"(-3, 0)",rail,rail_ladder,three-axis,d81ac3317a14ae93e6fe7f20501f66d62afe0803,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.11e-16,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",aff2d481d2fbae7622b0fb20515c610c8f8e41ac,0,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,"(9, 8, 5)",9
T_0034,E000000035,proto,3,1,0,"[[-1,0],[0,0],[1,0]]",[],"[[1,-3],[1,-1]]","[[[-4,0],[-3,0],[-2,0]],[[1,-2],[1,1],[1,2]],[[2,0],[3,0],[4,0]]]",3,0,3,9,"(-2, 0)",rail,rail_ladder,three-axis,1fcd8bd095027affd447e5ef17ff463a870d7866,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",5f25e7a433fcedab31a525caf69a4ba6ab4201aa,0,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 5)",8
T_0035,E000000036,proto,3,1,0,"[[-1,0],[0,0],[1,0]]",[],"[[1,-4],[1,-1]]","[[[-4,0],[-3,0],[-2,0]],[[1,-3],[1,-2],[1,1]],[[2,0],[3,0],[4,0]]]",3,0,3,9,"(-3, 0)",rail,rail_ladder,three-axis,28c4a412474db71ae8348a55437f685ee7b62363,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",5f25e7a433fcedab31a525caf69a4ba6ab4201aa,0,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 5)",8
T_0036,E000000037,proto,3,1,0,"[[-1,0],[0,0],[1,0]]",[],"[[-1,-2],[-1,1]]","[[[-4,0],[-3,0],[-2,0]],[[-1,-1],[-1,2],[-1,3]],[[2,0],[3,0],[4,0]]]",3,0,3,9,"(-3, 0)",rail,rail_ladder,three-axis,11e39522a15f6343c1d43b83db3d0c95491da55d,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",5f25e7a433fcedab31a525caf69a4ba6ab4201aa,0,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 5)",8
T_0037,E000000038,proto,3,1,0,"[[-1,0],[0,0],[1,0]]",[],"[[-1,-3],[-1,1]]","[[[-4,0],[-3,0],[-2,0]],[[-1,-2],[-1,-1],[-1,2]],[[2,0],[3,0],[4,0]]]",3,0,3,9,"(-4, 0)",rail,rail_ladder,three-axis,29ccb8292cadec61a972176ba5c3592aca82b12e,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",5f25e7a433fcedab31a525caf69a4ba6ab4201aa,0,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 5)",8
T_0039,E000000040,proto,3,1,0,"[[-1,0],[0,0],[1,0]]","[[0,-1]]","[[-3,2],[-2,1]]","[[[-6,5],[-5,4],[-4,3]],[[-4,0],[-3,0],[-2,0]],[[2,0],[3,0],[4,0]]]",3,1,3,9,"(-1, 0)",adjacent,adjacent,three-axis,b8480364c82fb03fb7a7ddf6ce1798fa80743b93,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",c62cc1d3b3a1a6031c5ce386ffcbc2ab6013e505,0,15,3,"{""A"":3,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 6)",10
T_0040,E000000041,proto,3,1,0,"[[-1,0],[0,0],[1,0]]",[],"[[-2,2],[1,-1]]","[[[-4,0],[-3,0],[-2,0]],[[-1,1],[2,-2],[3,-3]],[[2,0],[3,0],[4,0]]]",3,0,3,9,"(-3, 0)",rail,rail_ladder,three-axis,2a604f1678bd08ffd9386c3416f599c2e134155b,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",85b1a843834bcffa0d1ded6cc7f54e6e1d0b9547,0,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 5)",8
T_0049,E000000050,exact,3,1,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[-1,-2],[2,0]]","[[[-4,0]],[[3,0]],[[1,-1],[3,-1]]]",9,0,3,4,"(-5, 2)",kink,kink_bridge,three-axis,d5e3dae0ca0559f03ca9e058fb611b27f14d2baf,1,1,4,3,"{""1"":2,""2"":1}",2,1,3,2,0.0,"0,0,0,2","{""adversarial"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 4, 2, 1, 0, 1)",a16aff3ee41b03204619ae158a6dc786e70df875,0,15,3,"{""A"":9,""M"":2,""O"":4}",1,12,0.08333333333333333,"(7, 7, 2)",7
T_0063,E000000064,exact,3,1,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[-1,1],[2,0]]","[[[-4,0]],[[3,0]],[[1,-1],[3,-1]]]",9,0,3,4,"(-3, 1)",kink,kink_bridge,three-axis,2efa040576094502b3c175ccc660cfe73509e216,1,1,4,3,"{""1"":2,""2"":1}",2,1,3,2,0.0,"0,0,0,2","{""adversarial"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 4, 2, 1, 0, 1)",a16aff3ee41b03204619ae158a6dc786e70df875,0,15,3,"{""A"":9,""M"":2,""O"":4}",1,12,0.08333333333333333,"(7, 7, 2)",7
T_0065,E000000066,exact,3,1,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[1,-2],[2,0]]","[[[-4,0]],[[3,0]],[[1,-1],[3,-1]]]",9,0,3,4,"(-3, 1)",kink,kink_bridge,three-axis,75de7a86e97803775b335452161db40bfcb40f5e,1,1,4,3,"{""1"":2,""2"":1}",2,1,3,2,0.0,"0,0,0,2","{""adversarial"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 4, 2, 1, 0, 1)",a16aff3ee41b03204619ae158a6dc786e70df875,0,15,3,"{""A"":9,""M"":2,""O"":4}",1,12,0.08333333333333333,"(7, 7, 2)",7
