template_id,source_event_id,kind,tau,pressure,terminal,attacker_stones,defender_stones,move_stones,obligation_edges,num_attacker_stones,num_defender_stones,num_obligations,num_obligation_vertices,pair_shape,shape_kind,family,line_axis_support,canonical_signature,frequency,automorphism_group_size,number_of_vertices,number_of_edges,edge_size_histogram,singleton_count,pair_edge_count,transversal_number_tau,number_of_minimum_transversals,intersection_graph_density,laplacian_spectrum,source_counts,source_span,source_entropy,generality_index,channel_label,integer_fingerprint
T_0049,E000000056,proto,10,8,1,"[[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]",[],"[[-3,-1],[2,0]]","[[[-4,0]],[[3,0]],[[-5,-1],[-4,-1]],[[-4,-1],[1,-1]],[[1,-1],[2,-1]],[[-5,3],[-4,2],[-3,1]],[[-4,2],[-3,1],[1,-3]],[[-3,1],[1,-3],[2,-4]],[[-2,-5],[-2,-4],[-2,-3]],[[-2,-4],[-2,-3],[-2,1]],[[-2,-3],[-2,1],[-2,2]],[[-2,1],[-2,2],[-2,3]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-3],[2,-4],[3,-5]]]",10,0,17,24,"(-6, 1)",kink,kink_bridge,three-axis,88c16f78092c1b778b7fc32c9f22da4f62c3a5a3,1,1,24,17,"{""1"":2,""2"":3,""3"":12}",2,3,10,-1,0.125,"-1.443e-15,0,0,5.045e-17,1.58e-15,2.18e-15,0.5858,1.326","{""adversarial"":1}",1,0.0,0.693147,reservoir,"(10, 8, 17, 24, 2, 3, 12, 1)"
T_0051,E000000058,proto,10,8,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[0,1],[2,0]]","[[[-4,0]],[[3,0]],[[-3,-1],[1,-1]],[[0,-4],[0,-3]],[[0,-3],[0,2]],[[0,2],[0,3]],[[1,-1],[3,-1]],[[-5,-1],[-4,-1],[-3,-1]],[[-5,3],[-4,2],[-3,1]],[[-4,2],[-3,1],[1,-3]],[[-3,1],[1,-3],[2,-4]],[[-3,4],[-2,3],[-1,2]],[[-2,3],[-1,2],[3,-2]],[[-1,2],[3,-2],[4,-3]],[[1,-3],[2,-4],[3,-5]],[[3,-2],[4,-3],[5,-4]]]",10,0,16,23,"(-2, 1)",bridge,bridge_fork,three-axis,b556de8b5573bab6e74a0ca595086030c8a7aa5e,1,1,23,16,"{""1"":2,""2"":5,""3"":9}",2,5,10,-1,0.11666666666666667,"-1.358e-15,-2.313e-16,-6.118e-17,4.93e-32,5.434e-17,6.418e-16,0.5188,0.5858","{""adversarial"":1}",1,0.0,0.693147,reservoir,"(10, 8, 16, 23, 2, 5, 9, 1)"
T_0059,E000000066,proto,10,8,1,"[[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]","[[-2,-3]]","[[0,-3],[2,0]]","[[[-4,0]],[[3,0]],[[0,-5],[0,-4]],[[0,-4],[0,1]],[[0,1],[0,2]],[[-5,-1],[-4,-1],[-3,-1]],[[-5,2],[-4,1],[-1,-2]],[[-5,3],[-4,2],[-3,1]],[[-4,-1],[-3,-1],[1,-1]],[[-4,1],[-1,-2],[1,-4]],[[-4,2],[-3,1],[1,-3]],[[-3,-1],[1,-1],[2,-1]],[[-3,1],[1,-3],[2,-4]],[[-2,1],[-2,2],[-2,3]],[[-1,-2],[1,-4],[2,-5]],[[1,-3],[2,-4],[3,-5]],[[1,-1],[2,-1],[3,-1]]]",10,1,17,26,"(-5, 2)",kink,kink_bridge,three-axis,0a7b0ce73ea98e141c0fe96f7edb75b46b8e8200,1,1,26,17,"{""1"":2,""2"":3,""3"":12}",2,3,10,-1,0.11029411764705882,"-1.653e-15,-5.289e-16,-1.396e-16,0,5.324e-17,6.278e-16,1.352e-15,0.5858","{""adversarial"":1}",1,0.0,0.693147,reservoir,"(10, 8, 17, 26, 2, 3, 12, 1)"
T_0063,E000000070,proto,10,8,1,"[[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[2,-1]]",[],"[[-3,-1],[1,-1]]","[[[-4,-1]],[[3,-1]],[[-5,0],[-4,0],[-3,0]],[[-5,3],[-4,2],[-3,1]],[[-4,0],[-3,0],[1,0]],[[-4,2],[-3,1],[1,-3]],[[-3,0],[1,0],[2,0]],[[-3,1],[1,-3],[2,-4]],[[-2,-5],[-2,-4],[-2,-3]],[[-2,-4],[-2,-3],[-2,1]],[[-2,-3],[-2,1],[-2,2]],[[-2,1],[-2,2],[-2,3]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-3],[2,-4],[3,-5]],[[1,0],[2,0],[3,0]]]",9,0,18,26,"(-4, 0)",rail,rail,three-axis,d3b725fb7563e2417390d151ab63280cabedfdb0,1,1,26,18,"{""1"":2,""3"":16}",2,0,10,-1,0.13071895424836602,"-3.912e-15,-1.59e-15,-3.816e-16,-1.305e-16,4.546e-16,1.377e-15,1.326,1.326","{""adversarial"":1}",1,0.0,0.693147,reservoir,"(10, 8, 18, 26, 2, 0, 16, 1)"
T_0065,E000000072,proto,10,8,1,"[[-4,0],[-3,0],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[0,1],[1,-1]]","[[[-5,0]],[[2,0]],[[-3,-1],[-2,-1]],[[-2,-1],[3,-1]],[[0,-4],[0,-3]],[[0,-3],[0,2]],[[0,2],[0,3]],[[3,-1],[4,-1]],[[-5,3],[-4,2],[-3,1]],[[-4,2],[-3,1],[1,-3]],[[-3,1],[1,-3],[2,-4]],[[-3,4],[-2,3],[-1,2]],[[-2,3],[-1,2],[3,-2]],[[-1,2],[3,-2],[4,-3]],[[1,-3],[2,-4],[3,-5]],[[3,-2],[4,-3],[5,-4]]]",10,0,16,22,"(-2, 1)",bridge,bridge_fork,three-axis,99920348e4cb40284a47b03e2831810136578747,1,1,22,16,"{""1"":2,""2"":6,""3"":8}",2,6,10,-1,0.11666666666666667,"-6.339e-16,-2.554e-16,0,2.364e-16,6.29e-16,9.924e-16,0.5858,0.5858","{""adversarial"":1}",1,0.0,0.693147,reservoir,"(10, 8, 16, 22, 2, 6, 8, 1)"
T_0071,E000000078,proto,10,8,1,"[[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]","[[-2,-3]]","[[-4,1],[2,0]]","[[[-4,0]],[[3,0]],[[-7,4],[-6,3],[-5,2]],[[-6,3],[-5,2],[-1,-2]],[[-5,-1],[-4,-1],[-3,-1]],[[-5,2],[-1,-2],[0,-3]],[[-5,3],[-4,2],[-3,1]],[[-4,-1],[-3,-1],[1,-1]],[[-4,2],[-3,1],[1,-3]],[[-3,-1],[1,-1],[2,-1]],[[-3,1],[1,-3],[2,-4]],[[-2,1],[-2,2],[-2,3]],[[-1,-2],[0,-3],[1,-4]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-3],[2,-4],[3,-5]],[[1,-1],[2,-1],[3,-1]]]",10,1,19,28,"(-6, 1)",kink,kink_bridge,three-axis,d958e219ddbc124ca6cf33b0e29abfd04359c378,1,1,28,19,"{""1"":2,""3"":17}",2,0,10,-1,0.15204678362573099,"-1.162e-15,-7.882e-16,-1.823e-16,0,1.014e-15,1.473e-15,0.6902,1.326","{""adversarial"":1}",1,0.0,0.693147,reservoir,"(10, 8, 19, 28, 2, 0, 17, 1)"
T_0045,E000000052,proto,9,7,1,"[[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]","[[-2,-3]]","[[1,-1],[2,0]]","[[[-4,0]],[[3,0]],[[-4,-1],[-3,-1]],[[-3,-1],[2,-1]],[[2,-1],[3,-1]],[[-5,3],[-4,2],[-3,1]],[[-4,2],[-3,1],[1,-3]],[[-3,1],[1,-3],[2,-4]],[[-2,1],[-2,2],[-2,3]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-3],[2,-4],[3,-5]]]",10,1,14,21,"(-2, 1)",bridge,bridge_fork,three-axis,1f8749c4412811af69bb978a8c0d25cdd60b0775,1,1,21,14,"{""1"":2,""2"":3,""3"":9}",2,3,9,-1,0.13186813186813187,"-8.36e-16,-4.173e-16,0,1.058e-16,7.277e-16,1.984e-15,0.5858,1.326","{""adversarial"":1}",1,0.0,0.693147,reservoir,"(9, 7, 14, 21, 2, 3, 9, 1)"
T_0055,E000000062,proto,9,7,1,"[[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]","[[-2,-3]]","[[-3,1],[2,0]]","[[[-4,0]],[[3,0]],[[-5,3],[-4,2]],[[-4,2],[1,-3]],[[1,-3],[2,-4]],[[-5,-1],[-4,-1],[-3,-1]],[[-4,-1],[-3,-1],[1,-1]],[[-3,-1],[1,-1],[2,-1]],[[-2,1],[-2,2],[-2,3]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-1],[2,-1],[3,-1]]]",10,1,14,21,"(-5, 1)",kink,kink_bridge,three-axis,727b02b526863ac946b7a17f607cd7be78d5c065,1,1,21,14,"{""1"":2,""2"":3,""3"":9}",2,3,9,-1,0.13186813186813187,"-1.19e-15,-4.392e-16,-2.938e-16,0,3.422e-16,9.968e-16,0.5858,1.326","{""adversarial"":1}",1,0.0,0.693147,reservoir,"(9, 7, 14, 21, 2, 3, 9, 1)"
T_0057,E000000064,proto,9,7,1,"[[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]","[[-2,-3]]","[[1,-3],[2,0]]","[[[-4,0]],[[3,0]],[[-4,2],[-3,1]],[[-3,1],[2,-4]],[[2,-4],[3,-5]],[[-5,-1],[-4,-1],[-3,-1]],[[-4,-1],[-3,-1],[1,-1]],[[-3,-1],[1,-1],[2,-1]],[[-2,1],[-2,2],[-2,3]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-1],[2,-1],[3,-1]]]",10,1,14,21,"(-4, 1)",kink,kink_bridge,three-axis,8e4304a3a2083e2be10e36400b2f8658e354cfd7,1,1,21,14,"{""1"":2,""2"":3,""3"":9}",2,3,9,-1,0.13186813186813187,"0,3.475e-17,2.356e-16,6.169e-16,6.88e-16,1.223e-15,0.5858,1.326","{""adversarial"":1}",1,0.0,0.693147,reservoir,"(9, 7, 14, 21, 2, 3, 9, 1)"
T_0064,E000000071,exact,6,4,1,"[[-4,0],[-3,0],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[0,1],[1,-1]]","[[[-5,0]],[[2,0]],[[-3,-1],[-2,-1]],[[-2,-1],[3,-1]],[[0,-4],[0,-3]],[[0,-3],[0,2]],[[0,2],[0,3]],[[3,-1],[4,-1]]]",10,0,8,10,"(-2, 1)",bridge,bridge_fork,three-axis,7543c6a4e8ff8a55ca148feb76ed2911e4a772ac,1,1,10,8,"{""1"":2,""2"":6}",2,6,6,9,0.14285714285714285,"-5.683e-16,0,5.045e-17,1.11e-16,0.5858,0.5858,2,2","{""adversarial"":1}",1,0.0,0.693147,source-local,"(6, 4, 8, 10, 2, 6, 0, 1)"
T_0050,E000000057,exact,5,3,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[0,1],[2,0]]","[[[-4,0]],[[3,0]],[[-3,-1],[1,-1]],[[0,-4],[0,-3]],[[0,-3],[0,2]],[[0,2],[0,3]],[[1,-1],[3,-1]]]",10,0,7,9,"(-2, 1)",bridge,bridge_fork,three-axis,e2b59660eba5f04fe7b413b03fdc89e6d77a54a4,1,1,9,7,"{""1"":2,""2"":5}",2,5,5,3,0.14285714285714285,"-4.426e-16,0,0,3.925e-17,0.5858,1,2,3","{""adversarial"":1}",1,0.0,0.693147,source-local,"(5, 3, 7, 9, 2, 5, 0, 1)"
T_0054,E000000061,exact,5,3,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[-3,1],[2,0]]","[[[-4,0]],[[3,0]],[[-5,3],[-4,2]],[[-4,2],[1,-3]],[[-3,-1],[1,-1]],[[1,-3],[2,-4]],[[1,-1],[3,-1]]]",10,0,7,9,"(-5, 1)",kink,kink_bridge,three-axis,98867a44a968de24483261dc64c09bf0b2b5b317,1,1,9,7,"{""1"":2,""2"":5}",2,5,5,3,0.14285714285714285,"-4.441e-16,0,0,5.045e-17,0.5858,1,2,3","{""adversarial"":1}",1,0.0,0.693147,source-local,"(5, 3, 7, 9, 2, 5, 0, 1)"
T_0056,E000000063,exact,5,3,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[1,-3],[2,0]]","[[[-4,0]],[[3,0]],[[-4,2],[-3,1]],[[-3,-1],[1,-1]],[[-3,1],[2,-4]],[[1,-1],[3,-1]],[[2,-4],[3,-5]]]",10,0,7,9,"(-4, 1)",kink,kink_bridge,three-axis,fc635454e326e6878eccf3dc38a5ad7d379c3f0e,1,1,9,7,"{""1"":2,""2"":5}",2,5,5,3,0.14285714285714285,"0,0,3.925e-17,5.045e-17,0.5858,1,2,3","{""adversarial"":1}",1,0.0,0.693147,source-local,"(5, 3, 7, 9, 2, 5, 0, 1)"
T_0058,E000000065,exact,5,3,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[0,-3],[2,0]]","[[[-4,0]],[[3,0]],[[-3,-1],[1,-1]],[[0,-5],[0,-4]],[[0,-4],[0,1]],[[0,1],[0,2]],[[1,-1],[3,-1]]]",10,0,7,9,"(-5, 2)",kink,kink_bridge,three-axis,6ba0f1a59a739327fd3eaadac1c85bc2df1e4d86,1,1,9,7,"{""1"":2,""2"":5}",2,5,5,3,0.14285714285714285,"-4.426e-16,0,0,3.925e-17,0.5858,1,2,3","{""adversarial"":1}",1,0.0,0.693147,source-local,"(5, 3, 7, 9, 2, 5, 0, 1)"
T_0060,E000000067,exact,5,3,1,"[[-4,0],[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0]]","[[-2,-3]]","[[-2,1],[1,-1]]","[[[-5,0]],[[2,0]],[[-4,-1],[-3,-1]],[[-3,-1],[2,-1]],[[-2,2],[-2,3]],[[2,-1],[3,-1]]]",10,1,6,8,"(-3, 1)",kink,kink_bridge,three-axis,05c9a946c861681c3a87f6a7c50e50532782cdb9,1,1,8,6,"{""1"":2,""2"":4}",2,4,5,6,0.13333333333333333,"0,0,0,5.045e-17,0.5858,2,2,3.414","{""adversarial"":1}",1,0.0,0.693147,source-local,"(5, 3, 6, 8, 2, 4, 0, 1)"
