template_id,source_event_id,kind,tau,pressure,terminal,attacker_stones,defender_stones,move_stones,obligation_edges,num_attacker_stones,num_defender_stones,num_obligations,num_obligation_vertices,pair_shape,shape_kind,family,line_axis_support,canonical_signature,frequency,automorphism_group_size,number_of_vertices,number_of_edges,edge_size_histogram,singleton_count,pair_edge_count,transversal_number_tau,number_of_minimum_transversals,intersection_graph_density,laplacian_spectrum,source_counts,source_span,source_entropy,generality_index,channel_label,integer_fingerprint
T_0037,E000000034,proto,3,1,0,"[[-1,0],[0,0],[1,0]]","[[0,-1]]","[[0,1],[0,2]]","[[[-4,0],[-3,0],[-2,0]],[[-3,0],[-2,0],[2,0]],[[-2,0],[2,0],[3,0]],[[0,3],[0,4],[0,5]],[[2,0],[3,0],[4,0]]]",3,1,5,9,"(-1, 0)",adjacent,adjacent,three-axis,38503547eb8f3958402bcac693a9fa7d023f5291,1,1,9,5,"{""3"":5}",0,0,3,18,0.5,"-1.065e-15,5.265e-16,1.326,3,3,3,4.346,7","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 5, 9, 0, 0, 5, 1)"
T_0038,E000000038,proto,3,1,0,"[[-1,0],[0,0],[1,0]]",[],"[[1,-3],[1,-1]]","[[[-4,0],[-3,0],[-2,0]],[[-3,0],[-2,0],[2,0]],[[-2,0],[2,0],[3,0]],[[1,-5],[1,-4],[1,-2]],[[1,-4],[1,-2],[1,1]],[[1,-2],[1,1],[1,2]],[[2,0],[3,0],[4,0]]]",3,0,7,11,"(-2, 0)",rail,rail_ladder,three-axis,7128d95e426c2b8f7273ba9da6d3e6c5c607b48c,1,1,11,7,"{""3"":7}",0,0,3,6,0.38095238095238093,"4.716e-16,1.158e-15,1.326,1.697,3,3.209,4.346,5.303","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 7, 11, 0, 0, 7, 1)"
T_0039,E000000039,proto,3,1,0,"[[-1,0],[0,0],[1,0]]",[],"[[1,-4],[1,-1]]","[[[-4,0],[-3,0],[-2,0]],[[-3,0],[-2,0],[2,0]],[[-2,0],[2,0],[3,0]],[[1,-5],[1,-3],[1,-2]],[[1,-3],[1,-2],[1,1]],[[2,0],[3,0],[4,0]]]",3,0,6,10,"(-3, 0)",rail,rail_ladder,three-axis,23140a83657cd22b22e5e1717edac0be01041c5b,1,1,10,6,"{""3"":6}",0,0,3,12,0.4,"-2.991e-16,5.311e-16,1.326,2,3,4,4.346,6","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 6, 10, 0, 0, 6, 1)"
T_0040,E000000041,proto,3,1,0,"[[-1,0],[0,0],[1,0]]",[],"[[-1,-3],[-1,1]]","[[[-4,0],[-3,0],[-2,0]],[[-3,0],[-2,0],[2,0]],[[-2,0],[2,0],[3,0]],[[-1,-4],[-1,-2],[-1,-1]],[[-1,-2],[-1,-1],[-1,2]],[[2,0],[3,0],[4,0]]]",3,0,6,10,"(-4, 0)",rail,rail_ladder,three-axis,64a714e0e0de4115735c2b0fbbec69fc559530de,1,1,10,6,"{""3"":6}",0,0,3,12,0.4,"-2.991e-16,5.311e-16,1.326,2,3,4,4.346,6","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 6, 10, 0, 0, 6, 1)"
T_0041,E000000043,proto,3,1,0,"[[-1,0],[0,0],[1,0]]","[[0,-1]]","[[-3,2],[-2,1]]","[[[-6,5],[-5,4],[-4,3]],[[-4,0],[-3,0],[-2,0]],[[-3,0],[-2,0],[2,0]],[[-2,0],[2,0],[3,0]],[[2,0],[3,0],[4,0]]]",3,1,5,9,"(-1, 0)",adjacent,adjacent,three-axis,8da7d0b04368baaae2ab368794733ebf88b01b46,1,1,9,5,"{""3"":5}",0,0,3,18,0.5,"-3.039e-16,-1.11e-16,1.326,3,3,3,4.346,7","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 5, 9, 0, 0, 5, 1)"
T_0043,E000000049,proto,3,1,0,"[[-1,0],[0,0],[1,0]]",[],"[[-1,-3],[-1,-1]]","[[[-4,0],[-3,0],[-2,0]],[[-3,0],[-2,0],[2,0]],[[-2,0],[2,0],[3,0]],[[-1,-5],[-1,-4],[-1,-2]],[[-1,-4],[-1,-2],[-1,1]],[[-1,-2],[-1,1],[-1,2]],[[2,0],[3,0],[4,0]]]",3,0,7,11,"(-2, 0)",rail,rail_ladder,three-axis,ca3ee0fdaef8315a5422289ffb16dfca5371285d,1,1,11,7,"{""3"":7}",0,0,3,6,0.38095238095238093,"4.716e-16,1.158e-15,1.326,1.697,3,3.209,4.346,5.303","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 7, 11, 0, 0, 7, 1)"
T_0052,E000000059,exact,3,1,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[-1,-2],[2,0]]","[[[-4,0]],[[3,0]],[[-3,-1],[1,-1]],[[1,-1],[3,-1]]]",9,0,4,5,"(-5, 2)",kink,kink_bridge,three-axis,a5f7c126c8a5f2af5e972ed472c94f0220573525,1,1,5,4,"{""1"":2,""2"":2}",2,2,3,1,0.16666666666666666,"0,0,3.925e-17,1,3","{""adversarial"":1}",1,0.0,0.693147,source-local,"(3, 1, 4, 5, 2, 2, 0, 1)"
T_0066,E000000073,exact,3,1,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[-1,1],[2,0]]","[[[-4,0]],[[3,0]],[[-3,-1],[1,-1]],[[1,-1],[3,-1]]]",9,0,4,5,"(-3, 1)",kink,kink_bridge,three-axis,f2625d448d1863f7496552efd747642104e00990,1,1,5,4,"{""1"":2,""2"":2}",2,2,3,1,0.16666666666666666,"0,0,3.925e-17,1,3","{""adversarial"":1}",1,0.0,0.693147,source-local,"(3, 1, 4, 5, 2, 2, 0, 1)"
T_0068,E000000075,exact,3,1,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[1,-2],[2,0]]","[[[-4,0]],[[3,0]],[[-3,-1],[1,-1]],[[1,-1],[3,-1]]]",9,0,4,5,"(-3, 1)",kink,kink_bridge,three-axis,65b790d49b529f508fb5d95d200eba31542eb6a6,1,1,5,4,"{""1"":2,""2"":2}",2,2,3,1,0.16666666666666666,"0,0,3.925e-17,1,3","{""adversarial"":1}",1,0.0,0.693147,source-local,"(3, 1, 4, 5, 2, 2, 0, 1)"
T_0070,E000000077,exact,3,1,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[-4,1],[2,0]]","[[[-4,0]],[[3,0]],[[-3,-1],[1,-1]],[[1,-1],[3,-1]]]",9,0,4,5,"(-6, 1)",kink,kink_bridge,three-axis,e775cd5d507c349512990ece58bb6a6b4530ede0,1,1,5,4,"{""1"":2,""2"":2}",2,2,3,1,0.16666666666666666,"0,0,3.925e-17,1,3","{""adversarial"":1}",1,0.0,0.693147,source-local,"(3, 1, 4, 5, 2, 2, 0, 1)"
