template_id,source_event_id,kind,tau,pressure,terminal,attacker_stones,defender_stones,move_stones,obligation_edges,num_attacker_stones,num_defender_stones,num_obligations,num_obligation_vertices,pair_shape,shape_kind,family,line_axis_support,canonical_signature,frequency,automorphism_group_size,number_of_vertices,number_of_edges,edge_size_histogram,singleton_count,pair_edge_count,transversal_number_tau,number_of_minimum_transversals,intersection_graph_density,laplacian_spectrum,source_counts,source_span,source_entropy,generality_index,channel_label,integer_fingerprint
T_0044,E000000045,proto,11,9,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]","[[-2,-3]]","[[-2,1],[2,0]]","[[[-4,0]],[[3,0]],[[-5,-1],[-4,-1],[-3,-1]],[[-5,3],[-4,2],[-3,1]],[[-5,4],[-4,3],[-3,2]],[[-4,-1],[-3,-1],[1,-1]],[[-4,2],[-3,1],[1,-3]],[[-4,3],[-3,2],[1,-2]],[[-3,-1],[1,-1],[2,-1]],[[-3,1],[1,-3],[2,-4]],[[-3,2],[1,-2],[2,-3]],[[-2,-2],[-2,2],[-2,3]],[[-2,2],[-2,3],[-2,4]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-3],[2,-4],[3,-5]],[[1,-2],[2,-3],[3,-4]],[[1,-1],[2,-1],[3,-1]]]",9,1,20,30,"(-4, 1)",kink,kink_bridge,three-axis,496c2286c20417d2a54501ce5f2d300c2fab0f03,1,1,30,20,"{""1"":2,""3"":18}",2,0,11,-1,0.11052631578947368,"-2.205e-15,-2.357e-16,0,6.439e-16,1.332e-15,2.797e-15,3.215e-15,1.326","{""adversarial"":1}",1,0.0,0.693147,reservoir,"(11, 9, 20, 30, 2, 0, 18, 1)"
T_0058,E000000059,proto,11,9,1,"[[-4,0],[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]","[[-2,-3]]","[[-2,1],[1,-1]]","[[[-5,0]],[[2,0]],[[-4,-1],[-3,-1]],[[-3,-1],[2,-1]],[[2,-1],[3,-1]],[[-5,3],[-4,2],[-3,1]],[[-5,4],[-4,3],[-3,2]],[[-4,2],[-3,1],[1,-3]],[[-4,3],[-3,2],[1,-2]],[[-3,1],[1,-3],[2,-4]],[[-3,2],[1,-2],[2,-3]],[[-2,-2],[-2,2],[-2,3]],[[-2,2],[-2,3],[-2,4]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-3],[2,-4],[3,-5]],[[1,-2],[2,-3],[3,-4]]]",10,1,19,28,"(-3, 1)",kink,kink_bridge,three-axis,b3dc25dfb12b935e5effccb05da4e365325918cf,1,1,28,19,"{""1"":2,""2"":3,""3"":14}",2,3,11,-1,0.10526315789473684,"-1.017e-15,-7.704e-16,-2.902e-16,0,1.187e-17,7.069e-16,8.173e-16,0.5858","{""adversarial"":1}",1,0.0,0.693147,reservoir,"(11, 9, 19, 28, 2, 3, 14, 1)"
T_0064,E000000065,proto,11,9,1,"[[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]","[[-2,-3]]","[[-1,1],[2,0]]","[[[-4,0]],[[3,0]],[[-5,-1],[-4,-1],[-3,-1]],[[-5,3],[-4,2],[-3,1]],[[-4,-1],[-3,-1],[1,-1]],[[-4,2],[-3,1],[1,-3]],[[-3,-1],[1,-1],[2,-1]],[[-3,1],[1,-3],[2,-4]],[[-2,1],[-2,2],[-2,3]],[[-1,-4],[-1,-3],[-1,-2]],[[-1,-3],[-1,-2],[-1,2]],[[-1,-2],[-1,2],[-1,3]],[[-1,2],[-1,3],[-1,4]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-3],[2,-4],[3,-5]],[[1,-1],[2,-1],[3,-1]]]",10,1,19,29,"(-3, 1)",kink,kink_bridge,three-axis,eb2828156ddee73a565f208636aa6f5f16cdc0ba,1,1,29,19,"{""1"":2,""3"":17}",2,0,11,-1,0.11695906432748537,"-8.739e-16,-2.697e-16,0,3.92e-16,7.19e-16,8.188e-16,1.041e-15,1.326","{""adversarial"":1}",1,0.0,0.693147,reservoir,"(11, 9, 19, 29, 2, 0, 17, 1)"
T_0066,E000000067,proto,11,9,1,"[[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]","[[-2,-3]]","[[1,-2],[2,0]]","[[[-4,0]],[[3,0]],[[-5,-1],[-4,-1],[-3,-1]],[[-5,3],[-4,2],[-3,1]],[[-4,-2],[-3,-2],[-1,-2]],[[-4,-1],[-3,-1],[1,-1]],[[-4,2],[-3,1],[1,-3]],[[-4,3],[-3,2],[-2,1]],[[-3,-2],[-1,-2],[2,-2]],[[-3,-1],[1,-1],[2,-1]],[[-3,1],[1,-3],[2,-4]],[[-3,2],[-2,1],[2,-3]],[[-2,1],[-2,2],[-2,3]],[[-2,1],[2,-3],[3,-4]],[[-1,-2],[2,-2],[3,-2]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-3],[2,-4],[3,-5]],[[1,-1],[2,-1],[3,-1]],[[2,-3],[3,-4],[4,-5]]]",10,1,22,33,"(-3, 1)",kink,kink_bridge,three-axis,35573e60e53ecf855bc14c09cdfb8136325be11b,1,1,33,22,"{""1"":2,""3"":20}",2,0,11,-1,0.11255411255411256,"-1.978e-15,-1.038e-15,-2.86e-16,-1.371e-16,0,2.378e-16,3.122e-15,0.9533","{""adversarial"":1}",1,0.0,0.693147,reservoir,"(11, 9, 22, 33, 2, 0, 20, 1)"
T_0072,E000000073,proto,11,9,1,"[[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]",[],"[[2,0],[3,-2]]","[[[-4,0]],[[3,0]],[[-5,-1],[-4,-1],[-3,-1]],[[-5,3],[-4,2],[-3,1]],[[-4,-1],[-3,-1],[1,-1]],[[-4,2],[-3,1],[1,-3]],[[-3,-1],[1,-1],[2,-1]],[[-3,1],[1,-3],[2,-4]],[[-2,-5],[-2,-4],[-2,-3]],[[-2,-4],[-2,-3],[-2,1]],[[-2,-3],[-2,1],[-2,2]],[[-2,1],[-2,2],[-2,3]],[[-1,-2],[1,-2],[2,-2]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-3],[2,-4],[3,-5]],[[1,-1],[2,-1],[3,-1]]]",10,0,19,29,"(-2, 1)",bridge,bridge_fork,three-axis,f24bdfa025289ae9f72ef8c2dcfc0759e751243f,1,1,29,19,"{""1"":2,""3"":17}",2,0,11,-1,0.11695906432748537,"-2.369e-15,-6.895e-16,-3.148e-16,0,1.472e-16,1.008e-15,1.396e-15,1.326","{""adversarial"":1}",1,0.0,0.693147,reservoir,"(11, 9, 19, 29, 2, 0, 17, 1)"
T_0088,E000000089,proto,11,9,1,"[[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]",[],"[[2,-2],[2,0]]","[[[-4,0]],[[3,0]],[[-5,-1],[-4,-1],[-3,-1]],[[-5,3],[-4,2],[-3,1]],[[-4,-1],[-3,-1],[1,-1]],[[-4,2],[-3,1],[1,-3]],[[-3,-2],[-1,-2],[1,-2]],[[-3,-1],[1,-1],[2,-1]],[[-3,1],[1,-3],[2,-4]],[[-2,-5],[-2,-4],[-2,-3]],[[-2,-4],[-2,-3],[-2,1]],[[-2,-3],[-2,1],[-2,2]],[[-2,1],[-2,2],[-2,3]],[[-1,-2],[1,-2],[3,-2]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-3],[2,-4],[3,-5]],[[1,-1],[2,-1],[3,-1]]]",10,0,20,30,"(-2, 0)",rail,rail,three-axis,15100910ab2e7371ba6e3d2307e2dae5c597e2f3,1,1,30,20,"{""1"":2,""3"":18}",2,0,11,-1,0.11052631578947368,"-1.495e-15,-9.972e-16,-5.058e-16,0,7.146e-17,3.642e-16,9.49e-16,1.326","{""adversarial"":1}",1,0.0,0.693147,reservoir,"(11, 9, 20, 30, 2, 0, 18, 1)"
T_0094,E000000095,proto,11,9,1,"[[-4,0],[-3,0],[-2,-2],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[-3,-1],[0,1]]","[[[-5,0]],[[2,0]],[[-2,-1],[1,-1]],[[0,-4],[0,-3]],[[0,-3],[0,2]],[[0,2],[0,3]],[[-7,3],[-6,2],[-5,1]],[[-6,2],[-5,1],[-1,-3]],[[-5,-1],[-4,-1],[-2,-1]],[[-5,1],[-1,-3],[0,-4]],[[-5,3],[-4,2],[-3,1]],[[-4,2],[-3,1],[1,-3]],[[-3,1],[1,-3],[2,-4]],[[-3,4],[-2,3],[-1,2]],[[-2,3],[-1,2],[3,-2]],[[-1,-3],[0,-4],[1,-5]],[[-1,2],[3,-2],[4,-3]],[[1,-3],[2,-4],[3,-5]],[[1,-1],[3,-1],[4,-1]],[[3,-2],[4,-3],[5,-4]]]",11,0,20,29,"(-5, 2)",kink,kink_bridge,three-axis,b49a3aa25f08dc6e7edc34f6a09f12d585a827bb,1,1,29,20,"{""1"":2,""2"":4,""3"":14}",2,4,11,-1,0.11052631578947368,"-1.06e-15,-2.25e-16,2.788e-16,7.023e-16,2.009e-15,2.152e-15,0.2532,0.4384","{""adversarial"":1}",1,0.0,0.693147,reservoir,"(11, 9, 20, 29, 2, 4, 14, 1)"
T_0096,E000000097,proto,11,9,1,"[[-4,0],[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]","[[-2,-3]]","[[-3,1],[-2,1]]","[[[-5,0]],[[2,0]],[[-5,3],[-4,2]],[[-4,2],[1,-3]],[[1,-3],[2,-4]],[[-5,-1],[-4,-1],[-3,-1]],[[-5,4],[-4,3],[-3,2]],[[-4,-1],[-3,-1],[1,-1]],[[-4,3],[-3,2],[1,-2]],[[-3,-1],[1,-1],[2,-1]],[[-3,2],[1,-2],[2,-3]],[[-2,-2],[-2,2],[-2,3]],[[-2,2],[-2,3],[-2,4]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-2],[2,-3],[3,-4]],[[1,-1],[2,-1],[3,-1]]]",10,1,19,28,"(-1, 0)",adjacent,adjacent,three-axis,42e1d9dfdca60b93391b6592d5f98b497683af48,1,1,28,19,"{""1"":2,""2"":3,""3"":14}",2,3,11,-1,0.10526315789473684,"-1.115e-15,-5.163e-16,-9.861e-32,6.292e-17,4.571e-16,1.201e-15,1.467e-15,0.5858","{""adversarial"":1}",1,0.0,0.693147,reservoir,"(11, 9, 19, 28, 2, 3, 14, 1)"
T_0046,E000000047,proto,10,8,1,"[[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]",[],"[[-3,-1],[2,0]]","[[[-4,0]],[[3,0]],[[-5,-1],[-4,-1]],[[-4,-1],[1,-1]],[[1,-1],[2,-1]],[[-5,3],[-4,2],[-3,1]],[[-4,2],[-3,1],[1,-3]],[[-3,1],[1,-3],[2,-4]],[[-2,-5],[-2,-4],[-2,-3]],[[-2,-4],[-2,-3],[-2,1]],[[-2,-3],[-2,1],[-2,2]],[[-2,1],[-2,2],[-2,3]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-3],[2,-4],[3,-5]]]",10,0,17,24,"(-6, 1)",kink,kink_bridge,three-axis,88c16f78092c1b778b7fc32c9f22da4f62c3a5a3,1,1,24,17,"{""1"":2,""2"":3,""3"":12}",2,3,10,-1,0.125,"-1.443e-15,0,0,5.045e-17,1.58e-15,2.18e-15,0.5858,1.326","{""adversarial"":1}",1,0.0,0.693147,reservoir,"(10, 8, 17, 24, 2, 3, 12, 1)"
T_0048,E000000049,proto,10,8,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[0,1],[2,0]]","[[[-4,0]],[[3,0]],[[-3,-1],[1,-1]],[[0,-4],[0,-3]],[[0,-3],[0,2]],[[0,2],[0,3]],[[1,-1],[3,-1]],[[-5,-1],[-4,-1],[-3,-1]],[[-5,3],[-4,2],[-3,1]],[[-4,2],[-3,1],[1,-3]],[[-3,1],[1,-3],[2,-4]],[[-3,4],[-2,3],[-1,2]],[[-2,3],[-1,2],[3,-2]],[[-1,2],[3,-2],[4,-3]],[[1,-3],[2,-4],[3,-5]],[[3,-2],[4,-3],[5,-4]]]",10,0,16,23,"(-2, 1)",bridge,bridge_fork,three-axis,b556de8b5573bab6e74a0ca595086030c8a7aa5e,1,1,23,16,"{""1"":2,""2"":5,""3"":9}",2,5,10,-1,0.11666666666666667,"-1.358e-15,-2.313e-16,-6.118e-17,4.93e-32,5.434e-17,6.418e-16,0.5188,0.5858","{""adversarial"":1}",1,0.0,0.693147,reservoir,"(10, 8, 16, 23, 2, 5, 9, 1)"
T_0056,E000000057,proto,10,8,1,"[[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]","[[-2,-3]]","[[0,-3],[2,0]]","[[[-4,0]],[[3,0]],[[0,-5],[0,-4]],[[0,-4],[0,1]],[[0,1],[0,2]],[[-5,-1],[-4,-1],[-3,-1]],[[-5,2],[-4,1],[-1,-2]],[[-5,3],[-4,2],[-3,1]],[[-4,-1],[-3,-1],[1,-1]],[[-4,1],[-1,-2],[1,-4]],[[-4,2],[-3,1],[1,-3]],[[-3,-1],[1,-1],[2,-1]],[[-3,1],[1,-3],[2,-4]],[[-2,1],[-2,2],[-2,3]],[[-1,-2],[1,-4],[2,-5]],[[1,-3],[2,-4],[3,-5]],[[1,-1],[2,-1],[3,-1]]]",10,1,17,26,"(-5, 2)",kink,kink_bridge,three-axis,0a7b0ce73ea98e141c0fe96f7edb75b46b8e8200,1,1,26,17,"{""1"":2,""2"":3,""3"":12}",2,3,10,-1,0.11029411764705882,"-1.653e-15,-5.289e-16,-1.396e-16,0,5.324e-17,6.278e-16,1.352e-15,0.5858","{""adversarial"":1}",1,0.0,0.693147,reservoir,"(10, 8, 17, 26, 2, 3, 12, 1)"
